rtd-low-L1-00	rtd_low	1	931	1000	1	1
rtd-low-L1-01	rtd_low	1	931	1000	1	1
rtd-low-L2-00	rtd_low	1	931	1000	1	0
rtd-low-L2-01	rtd_low	1	931	1000	1	0
rtd-low-L3-00	rtd_low	1	931	1000	1	0
rtd-low-L3-01	rtd_low	1	931	1000	1	0
rtd-low-L4-00	rtd_low	1	931	1000	1	1
rtd-low-L4-01	rtd_low	1	931	1000	1	1
rtd-mid-00	rtd_mid	1	931	1000	1	1
rtd-mid-01	rtd_mid	1	931	1000	1	1
rtd-mid-02	rtd_mid	1	931	1000	1	1
rtd-mid-03	rtd_mid	1	931	1000	1	1
rtd-mid-04	rtd_mid	1	931	1000	1	1
rtd-mid-05	rtd_mid	1	931	1000	1	1
rtd-mid-06	rtd_mid	1	931	1000	1	1
rtd-mid-07	rtd_mid	1	931	1000	1	1
rtd-nc-00	rtd_norm	1	931	1000	1	1
rtd-nc-01	rtd_norm	1	931	1000	1	1
rtd-nc-02	rtd_norm	1	931	1000	1	1
rtd-nc-03	rtd_norm	1	931	1000	1	1
rtd-nc-04	rtd_norm	1	931	1000	1	1
rtd-nc-05	rtd_norm	1	931	1000	1	1
rtd-nc-06	rtd_norm	1	931	1000	1	1
rtd-nc-07	rtd_norm	1	931	1000	1	1
rtd-nw-00	rtd_norm	1	931	1000	1	0
rtd-nw-01	rtd_norm	1	931	1000	1	0
rtd-nw-02	rtd_norm	1	931	1000	1	0
rtd-nw-03	rtd_norm	1	931	1000	1	0
rtd-nw-04	rtd_norm	1	931	1000	1	0
rtd-nw-05	rtd_norm	1	931	1000	1	0
rtd-nw-06	rtd_norm	1	931	1000	1	0
rtd-nw-07	rtd_norm	1	931	1000	1	0
rtd-r1-00	rtd_r1	1	931	1000	1	1
rtd-r1-01	rtd_r1	1	931	1000	1	1
rtd-r1-02	rtd_r1	1	931	1000	1	1
rtd-r1-03	rtd_r1	1	931	1000	1	1
rtd-r1-04	rtd_r1	1	931	1000	1	1
rtd-r1-05	rtd_r1	1	931	1000	1	1
rtd-r1-06	rtd_r1	1	931	1000	1	1
rtd-r1-07	rtd_r1	1	931	1000	1	1
rtd-low-L1-00	rtd_low	2	931	1000	1	0
rtd-low-L1-01	rtd_low	2	931	1000	1	0
rtd-low-L2-00	rtd_low	2	931	1000	1	0
rtd-low-L2-01	rtd_low	2	931	1000	1	0
rtd-low-L3-00	rtd_low	2	931	1000	1	0
rtd-low-L3-01	rtd_low	2	931	1000	1	0
rtd-low-L4-00	rtd_low	2	931	1000	1	0
rtd-low-L4-01	rtd_low	2	931	1000	1	0
rtd-mid-00	rtd_mid	2	931	1000	1	0
rtd-mid-01	rtd_mid	2	931	1000	1	0
rtd-mid-02	rtd_mid	2	931	1000	1	0
rtd-mid-03	rtd_mid	2	931	1000	1	0
rtd-mid-04	rtd_mid	2	931	1000	1	0
rtd-mid-05	rtd_mid	2	931	1000	1	0
rtd-mid-06	rtd_mid	2	931	1000	1	0
rtd-mid-07	rtd_mid	2	931	1000	1	0
rtd-nc-00	rtd_norm	2	931	1000	1	1
rtd-nc-01	rtd_norm	2	931	1000	1	1
rtd-nc-02	rtd_norm	2	931	1000	1	1
rtd-nc-03	rtd_norm	2	931	1000	1	1
rtd-nc-04	rtd_norm	2	931	1000	1	1
rtd-nc-05	rtd_norm	2	931	1000	1	1
rtd-nc-06	rtd_norm	2	931	1000	1	1
rtd-nc-07	rtd_norm	2	931	1000	1	1
rtd-nw-00	rtd_norm	2	931	1000	1	0
