admit-V2-A-clean-0000	2	1	1	1	931	1000	0	0	4	900	900
admit-V2-A-clean-0001	2	2	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-clean-0002	2	2	1	1	1000	666	1000	3	4	995	995
admit-V2-A-clean-0004	2	2	1	1	1000	400	1000	3	4	995	995
admit-V2-A-clean-0006	2	2	1	1	1000	285	1000	3	4	995	995
admit-V2-A-clean-0016	2	2	1	1	1000	117	1000	3	4	995	995
admit-V2-A-clean-0020	2	2	1	1	1000	95	1000	3	4	995	995
admit-V2-A-clean-0029	2	2	1	1	1000	66	1000	3	4	995	995
admit-V2-A-clean-0038	2	2	1	1	1000	51	1000	3	4	995	995
admit-V2-A-clean-0040	2	2	1	1	1000	48	1000	3	4	995	995
admit-V2-A-clean-0047	2	2	1	1	1000	41	1000	3	4	995	995
admit-V2-A-clean-0059	2	2	1	1	469	166	1000	3	2	644	644
admit-V2-A-clean-0060	2	2	1	1	469	153	1000	3	2	644	644
admit-V2-A-clean-0066	2	2	1	1	469	105	1000	3	2	644	644
admit-V2-A-clean-0072	2	2	1	1	469	80	1000	3	2	644	644
admit-V2-A-clean-0077	2	2	1	1	469	66	1000	3	2	644	644
admit-V2-A-clean-0081	2	2	1	1	469	58	1000	3	2	644	644
admit-V2-A-clean-0090	2	2	1	1	469	46	1000	3	2	644	644
admit-V2-A-clean-0095	2	2	1	1	469	41	1000	3	2	644	644
admit-V2-A-clean-0099	2	2	1	1	1000	500	1000	3	4	995	995
admit-V2-A-decoy-0000	2	2	1	1	710	1000	0	0	3	900	900
admit-V2-A-decoy-0001	2	2	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-decoy-0002	2	2	1	1	1000	666	1000	3	4	995	995
admit-V2-A-decoy-0003	2	2	1	1	1000	500	1000	3	4	995	995
admit-V2-A-decoy-0004	2	2	1	1	1000	400	1000	3	4	995	995
admit-V2-A-decoy-0005	2	2	1	1	1000	333	1000	3	4	995	995
admit-V2-A-decoy-0006	2	2	1	1	1000	285	1000	3	4	995	995
admit-V2-A-decoy-0007	2	2	1	1	1000	250	1000	3	4	995	995
admit-V2-A-decoy-0008	2	2	1	1	1000	222	1000	3	4	995	995
admit-V2-A-decoy-0009	2	2	1	1	1000	200	1000	3	4	995	995
admit-V2-A-decoy-0010	2	2	1	1	1000	181	1000	3	4	995	995
admit-V2-A-decoy-0011	2	2	1	1	1000	166	1000	3	4	995	995
admit-V2-A-decoy-0012	2	2	1	1	1000	153	1000	3	4	995	995
admit-V2-A-decoy-0013	2	2	1	1	1000	142	1000	3	4	995	995
admit-V2-A-decoy-0014	2	2	1	1	1000	133	1000	3	4	995	995
admit-V2-A-decoy-0015	2	2	1	1	1000	125	1000	3	4	995	995
admit-V2-A-decoy-0016	2	2	1	1	1000	117	1000	3	4	995	995
admit-V2-A-decoy-0017	2	2	1	1	1000	111	1000	3	4	995	995
admit-V2-A-decoy-0018	2	2	1	1	1000	105	1000	3	4	995	995
admit-V2-A-decoy-0019	2	1	1	1	931	1000	0	0	4	900	900
admit-V2-A-decoy-0020	2	2	1	1	1000	1000	1000	3	4	995	995
admit-V2-A-decoy-0021	2	2	1	1	1000	666	1000	3	4	995	995
admit-V2-A-decoy-0022	2	2	1	1	1000	500	1000	3	4	995	995
admit-V2-A-decoy-0023	2	2	1	1	1000	400	1000	3	4	995	995
admit-V2-A-decoy-0024	2	2	1	1	1000	333	1000	3	4	995	995
