admit-V2-A-clean-0000	1	1	1	1	931	1000	1000	3	4	900	900
admit-V2-A-clean-0001	1	1	1	1	931	500	500	2	4	900	900
admit-V2-A-clean-0002	1	1	1	1	931	333	333	1	4	888	888
admit-V2-A-clean-0004	1	1	1	1	931	200	200	0	4	975	975
admit-V2-A-clean-0006	1	1	1	1	931	142	142	0	4	975	975
admit-V2-A-clean-0016	1	1	1	1	931	58	58	0	4	975	975
admit-V2-A-clean-0020	1	1	1	1	931	47	47	0	4	975	975
admit-V2-A-clean-0029	1	1	1	1	931	33	33	0	4	975	975
admit-V2-A-clean-0038	1	1	1	1	931	25	25	0	4	975	975
admit-V2-A-clean-0040	1	1	1	1	931	24	24	0	4	975	975
admit-V2-A-clean-0047	1	1	1	1	931	20	20	0	4	975	975
admit-V2-A-clean-0059	1	1	1	1	425	83	83	0	2	951	951
admit-V2-A-clean-0060	1	1	1	1	425	76	76	0	2	951	951
admit-V2-A-clean-0066	1	1	1	1	425	52	52	0	2	951	951
admit-V2-A-clean-0072	1	1	1	1	425	40	40	0	2	951	951
admit-V2-A-clean-0077	1	1	1	1	425	33	33	0	2	951	951
admit-V2-A-clean-0081	1	1	1	1	425	29	29	0	2	951	951
admit-V2-A-clean-0090	1	1	1	1	425	23	23	0	2	951	951
admit-V2-A-clean-0095	1	1	1	1	425	20	20	0	2	951	951
admit-V2-A-clean-0099	1	1	1	1	763	250	250	1	3	947	947
admit-V2-A-decoy-0000	1	1	1	1	710	1000	1000	3	3	900	900
admit-V2-A-decoy-0001	1	1	1	1	710	500	500	2	3	900	900
admit-V2-A-decoy-0002	1	1	1	1	710	333	333	1	3	947	947
admit-V2-A-decoy-0003	1	1	1	1	710	250	250	1	3	947	947
admit-V2-A-decoy-0004	1	1	1	1	710	200	200	0	3	993	993
admit-V2-A-decoy-0005	1	1	1	1	710	166	166	0	3	993	993
admit-V2-A-decoy-0006	1	1	1	1	710	142	142	0	3	993	993
admit-V2-A-decoy-0007	1	1	1	1	710	125	125	0	3	993	993
admit-V2-A-decoy-0008	1	1	1	1	710	111	111	0	3	993	993
admit-V2-A-decoy-0009	1	1	1	1	710	100	100	0	3	993	993
admit-V2-A-decoy-0010	1	1	1	1	710	90	90	0	3	993	993
admit-V2-A-decoy-0011	1	1	1	1	710	83	83	0	3	993	993
admit-V2-A-decoy-0012	1	1	1	1	710	76	76	0	3	993	993
admit-V2-A-decoy-0013	1	1	1	1	710	71	71	0	3	993	993
admit-V2-A-decoy-0014	1	1	1	1	710	66	66	0	3	993	993
admit-V2-A-decoy-0015	1	1	1	1	710	62	62	0	3	993	993
admit-V2-A-decoy-0016	1	1	1	1	710	58	58	0	3	993	993
admit-V2-A-decoy-0017	1	1	1	1	710	55	55	0	3	993	993
admit-V2-A-decoy-0018	1	1	1	1	710	52	52	0	3	993	993
admit-V2-A-decoy-0019	1	1	1	1	931	1000	1000	3	4	900	900
admit-V2-A-decoy-0020	1	1	1	1	931	500	500	2	4	900	900
admit-V2-A-decoy-0021	1	1	1	1	931	333	333	1	4	888	888
admit-V2-A-decoy-0022	1	1	1	1	931	250	250	1	4	888	888
admit-V2-A-decoy-0023	1	1	1	1	931	200	200	0	4	975	975
admit-V2-A-decoy-0024	1	1	1	1	931	166	166	0	4	975	975
admit-V2-A-decoy-0025	1	1	1	1	931	142	142	0	4	975	975
admit-V2-A-decoy-0026	1	1	1	1	931	125	125	0	4	975	975
admit-V2-A-decoy-0027	1	1	1	1	931	111	111	0	4	975	975
admit-V2-A-decoy-0028	1	1	1	1	764	1000	1000	3	3	900	900
admit-V2-A-decoy-0029	1	1	1	1	764	500	500	2	3	900	900
admit-V2-A-decoy-0030	1	1	1	1	764	333	333	1	3	947	947
admit-V2-A-decoy-0031	1	1	1	1	764	250	250	1	3	947	947
admit-V2-A-decoy-0032	1	1	1	1	764	200	200	0	3	993	993
admit-V2-A-decoy-0033	1	1	1	1	764	166	166	0	3	993	993
admit-V2-A-decoy-0034	1	1	1	1	764	142	142	0	3	993	993
admit-V2-A-decoy-0035	1	1	1	1	764	125	125	0	3	993	993
admit-V2-A-decoy-0036	1	1	1	1	764	111	111	0	3	993	993
admit-V2-A-decoy-0037	1	1	1	1	764	100	100	0	3	993	993
admit-V2-A-decoy-0038	1	1	1	1	764	90	90	0	3	993	993
admit-V2-A-decoy-0039	1	1	1	1	764	83	83	0	3	993	993
admit-V2-A-decoy-0040	1	1	1	1	764	76	76	0	3	993	993
admit-V2-A-decoy-0041	1	1	1	1	764	71	71	0	3	993	993
admit-V2-A-decoy-0042	1	1	1	1	764	66	66	0	3	993	993
admit-V2-A-decoy-0043	1	1	1	1	764	62	62	0	3	993	993
admit-V2-A-decoy-0044	1	1	1	1	764	58	58	0	3	993	993
admit-V2-A-decoy-0045	1	1	1	1	764	55	55	0	3	993	993
admit-V2-A-decoy-0046	1	1	1	1	764	52	52	0	3	993	993
admit-V2-A-decoy-0047	1	1	1	1	764	50	50	0	3	993	993
admit-V2-A-decoy-0048	1	1	1	1	764	47	47	0	3	993	993
admit-V2-A-decoy-0049	1	1	1	1	764	45	45	0	3	993	993
admit-V2-A-decoy-0050	1	1	1	1	764	43	43	0	3	993	993
admit-V2-A-decoy-0051	1	1	1	1	764	41	41	0	3	993	993
admit-V2-A-install-0000	1	1	1	1	710	1000	1000	3	3	900	900
admit-V2-A-install-0001	1	1	1	1	710	500	500	2	3	900	900
admit-V2-A-install-0002	1	1	1	1	710	333	333	1	3	947	947
admit-V2-A-install-0003	1	1	1	1	710	250	250	1	3	947	947
admit-V2-A-install-0004	1	1	1	1	710	200	200	0	3	993	993
admit-V2-A-install-0005	1	1	1	1	710	166	166	0	3	993	993
admit-V2-A-install-0006	1	1	1	1	710	142	142	0	3	993	993
admit-V2-A-install-0007	1	1	1	1	710	125	125	0	3	993	993
admit-V2-A-install-0008	1	1	1	1	710	111	111	0	3	993	993
admit-V2-A-install-0009	1	1	1	1	710	100	100	0	3	993	993
admit-V2-A-install-0010	1	1	1	1	710	90	90	0	3	993	993
admit-V2-A-install-0011	1	1	1	1	710	83	83	0	3	993	993
admit-V2-A-install-0012	1	1	1	1	710	76	76	0	3	993	993
admit-V2-A-install-0013	1	1	1	1	710	71	71	0	3	993	993
admit-V2-A-install-0014	1	1	1	1	710	66	66	0	3	993	993
admit-V2-A-install-0015	1	1	1	1	710	62	62	0	3	993	993
admit-V2-A-install-0016	1	1	1	1	931	1000	1000	3	4	900	900
admit-V2-A-install-0017	1	1	1	1	931	500	500	2	4	900	900
admit-V2-A-install-0018	1	1	1	1	931	333	333	1	4	888	888
admit-V2-A-install-0019	1	1	1	1	931	250	250	1	4	888	888
admit-V2-A-install-0020	1	1	1	1	931	200	200	0	4	975	975
admit-V2-A-install-0021	1	1	1	1	931	166	166	0	4	975	975
admit-V2-A-install-0022	1	1	1	1	931	142	142	0	4	975	975
admit-V2-A-install-0023	1	1	1	1	931	125	125	0	4	975	975
admit-V2-A-install-0024	1	1	1	1	764	1000	1000	3	3	900	900
admit-V2-A-install-0025	1	1	1	1	764	500	500	2	3	900	900
