revoke-mech-a0-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a0-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a0-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a1-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a1-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a1-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a2-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a2-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a2-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a3-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a3-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-a3-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-b1-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-b1-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-b1-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-b2-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-b2-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-b2-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c1-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c1-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c1-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c2-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c2-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c2-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c3-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c3-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c3-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c4-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c4-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-c4-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-fl2-rt1	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-fl2-rt2	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-mech-fl2-rt3	8	7	1	1	1000	1000	1000	3	4	997	997
revoke-r2-a2-A	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-a2-A-kb-a1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a2-A-kb-a2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a2-B	8	8	1	1	1000	888	1000	3	4	997	997
revoke-r2-a2-B-kb-b1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a2-C	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-a2-C-kb-c1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a2-D	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-a2-D-kb-d1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a2-D-kb-d2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a2-E	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-a2-E-kb-e1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a2-E-kb-e2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a2-F	8	8	1	1	1000	888	1000	3	4	997	997
revoke-r2-a2-F-kb-f1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a2-fid	8	3	1	1	1000	1000	0	0	4	984	984
revoke-r2-a3-A	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-a3-A-kb-a1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a3-A-kb-a2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a3-B	8	8	1	1	1000	888	1000	3	4	997	997
revoke-r2-a3-B-kb-b1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a3-C	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-a3-C-kb-c1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a3-D	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-a3-D-kb-d1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a3-D-kb-d2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a3-E	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-a3-E-kb-e1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a3-E-kb-e2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a3-F	8	8	1	1	1000	888	1000	3	4	997	997
revoke-r2-a3-F-kb-f1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-a3-fid	8	3	1	1	1000	1000	0	0	4	984	984
revoke-r2-b1-A	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-b1-A-kb-a1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-b1-A-kb-a2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-b1-B	8	8	1	1	1000	888	1000	3	4	997	997
revoke-r2-b1-B-kb-b1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-b1-C	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-b1-C-kb-c1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-b1-D	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-b1-D-kb-d1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-b1-D-kb-d2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-b1-E	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-b1-E-kb-e1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-b1-E-kb-e2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-b1-F	8	8	1	1	1000	888	1000	3	4	997	997
revoke-r2-b1-F-kb-f1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-b1-fid	8	3	1	1	1000	1000	0	0	4	984	984
revoke-r2-default-A	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-default-A-kb-a1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-default-A-kb-a2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-default-B	8	8	1	1	1000	800	1000	3	4	997	997
