revoke-r2-default-B-kb-b1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-default-C	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-default-C-kb-c1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-default-D	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-default-D-kb-d1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-default-D-kb-d2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-default-E	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-default-E-kb-e1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-default-E-kb-e2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-default-F	8	8	1	1	1000	800	1000	3	4	997	997
revoke-r2-default-F-kb-f1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-default-fid	8	3	1	1	1000	1000	0	0	4	984	984
revoke-r2-f3-A	8	8	1	1	1000	727	1000	3	4	997	997
revoke-r2-f3-A-kb-a1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-f3-A-kb-a2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-f3-B	8	8	1	1	1000	727	1000	3	4	997	997
revoke-r2-f3-B-kb-b1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-f3-C	8	8	1	1	1000	727	1000	3	4	997	997
revoke-r2-f3-C-kb-c1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-f3-D	8	8	1	1	1000	727	1000	3	4	997	997
revoke-r2-f3-D-kb-d1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-f3-D-kb-d2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-f3-E	8	8	1	1	1000	727	1000	3	4	997	997
revoke-r2-f3-E-kb-e1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-f3-E-kb-e2	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-f3-F	8	8	1	1	1000	727	1000	3	4	997	997
revoke-r2-f3-F-kb-f1	8	2	1	1	500	1000	0	0	2	996	996
revoke-r2-f3-fid	8	3	1	1	1000	1000	0	0	4	984	984
