T1C-001	t1trap	1	1	1	500
T1C-002	t1trap	1	1	1	666
T1C-003	t1trap	1	1	1	750
T1C-004	t1trap	1	1	1	800
T1C-005	t1trap	1	1	1	833
T1C-006	t1trap	1	1	1	857
T1C-007	t1trap	1	1	1	875
T1C-008	t1trap	1	1	1	888
T1C-009	t1trap	1	1	1	900
T1C-010	t1trap	1	1	1	909
T1C-011	t1trap	1	1	1	916
T1C-012	t1trap	1	1	1	923
T1T-001	t1trap	1	1	0	928
T1T-002	t1trap	1	1	0	866
T1T-003	t1trap	1	1	0	812
T1T-004	t1trap	1	1	0	764
T1T-005	t1trap	1	1	0	722
T1T-006	t1trap	1	1	0	684
T1T-007	t1trap	1	1	0	650
T1T-008	t1trap	1	1	0	619
T1T-009	t1trap	1	1	0	590
T1T-010	t1trap	1	1	0	565
T1T-011	t1trap	1	1	0	541
T1T-012	t1trap	1	1	0	520
T1W-001	t1trap	1	1	0	500
T1W-002	t1trap	1	1	0	481
T1W-003	t1trap	1	1	0	464
T1W-004	t1trap	1	1	0	448
T1W-005	t1trap	1	1	0	433
T1W-006	t1trap	1	1	0	419
T1C-001	t1trap	2	1	1	406
T1C-002	t1trap	2	1	1	424
T1C-003	t1trap	2	1	1	441
T1C-004	t1trap	2	1	1	457
T1C-005	t1trap	2	1	1	472
T1C-006	t1trap	2	1	1	486
T1C-007	t1trap	2	1	1	500
T1C-008	t1trap	2	1	1	512
T1C-009	t1trap	2	1	1	525
T1C-010	t1trap	2	1	1	536
T1C-011	t1trap	2	1	1	547
T1C-012	t1trap	2	1	1	558
T1T-001	t1trap	2	1	1	0
T1T-002	t1trap	2	1	1	0
T1T-003	t1trap	2	1	1	0
T1T-004	t1trap	2	1	1	0
T1T-005	t1trap	2	1	1	0
T1T-006	t1trap	2	1	1	0
T1T-007	t1trap	2	1	1	0
T1T-008	t1trap	2	1	1	0
T1T-009	t1trap	2	1	1	0
T1T-010	t1trap	2	1	1	0
T1T-011	t1trap	2	1	1	0
T1T-012	t1trap	2	1	1	0
T1W-001	t1trap	2	1	0	0
T1W-002	t1trap	2	1	0	0
T1W-003	t1trap	2	1	0	0
T1W-004	t1trap	2	1	0	0
T1W-005	t1trap	2	1	0	0
T1W-006	t1trap	2	1	0	0
T1C-001	t1trap	4	1	1	406
T1C-002	t1trap	4	1	1	424
