admit-V2-A-clean-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	673	5	trained-conf
admit-V2-A-clean-0001	1	1	1	1	2	WITHHELD	1	772	8	trained-conf
admit-V2-A-clean-0002	1	1	1	1	3	PROVISIONAL_INSTALL	1	805	5	trained-conf
admit-V2-A-clean-0004	1	1	1	1	5	WITHHELD	1	831	8	trained-conf
admit-V2-A-clean-0006	1	1	1	1	7	PERMANENT_INSTALL	1	842	4	trained-conf
admit-V2-A-clean-0016	1	1	1	1	17	CORROBORATED	1	859	2	trained-conf
admit-V2-A-clean-0020	1	1	1	1	21	REVISE_INSTALL	1	861	6	trained-conf
admit-V2-A-clean-0029	1	1	1	1	30	REVISE_INSTALL	1	864	6	trained-conf
admit-V2-A-clean-0038	1	1	1	1	39	NEGATIVE_EVIDENCE	1	865	3	trained-conf
admit-V2-A-clean-0040	1	1	1	1	41	SUPPRESSED	1	865	7	trained-conf
admit-V2-A-clean-0047	1	1	1	1	48	CORROBORATED	1	866	2	trained-conf
admit-V2-A-clean-0059	1	1	1	1	12	NEGATIVE_EVIDENCE	1	521	3	trained-conf
admit-V2-A-clean-0060	1	1	1	1	13	SUPPRESSED	1	522	7	trained-conf
admit-V2-A-clean-0066	1	1	1	1	19	NEGATIVE_EVIDENCE	1	527	3	trained-conf
admit-V2-A-clean-0072	1	1	1	1	25	CORROBORATED	1	529	2	trained-conf
admit-V2-A-clean-0077	1	1	1	1	30	PERMANENT_INSTALL	1	530	4	trained-conf
admit-V2-A-clean-0081	1	1	1	1	34	CONFLICT_WITHHELD	1	531	1	trained-conf
admit-V2-A-clean-0090	1	1	1	1	43	CONFLICT_WITHHELD	1	532	1	trained-conf
admit-V2-A-clean-0095	1	1	1	1	48	CONFLICT_WITHHELD	1	533	1	trained-conf
admit-V2-A-clean-0099	1	1	1	1	4	PERMANENT_INSTALL	1	730	4	trained-conf
admit-V2-A-decoy-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	544	5	trained-conf
admit-V2-A-decoy-0001	1	1	1	1	2	PERMANENT_INSTALL	1	643	4	trained-conf
admit-V2-A-decoy-0002	1	1	1	1	3	CORROBORATED	1	676	2	trained-conf
admit-V2-A-decoy-0003	1	1	1	1	4	CORROBORATED	1	692	2	trained-conf
admit-V2-A-decoy-0004	1	1	1	1	5	CORROBORATED	1	702	2	trained-conf
admit-V2-A-decoy-0005	1	1	1	1	6	REVISE_INSTALL	1	709	6	trained-conf
admit-V2-A-decoy-0006	1	1	1	1	7	REVISE_INSTALL	1	713	6	trained-conf
admit-V2-A-decoy-0007	1	1	1	1	8	CORROBORATED	1	717	2	trained-conf
admit-V2-A-decoy-0008	1	1	1	1	9	CORROBORATED	1	719	2	trained-conf
admit-V2-A-decoy-0009	1	1	1	1	10	CORROBORATED	1	722	2	trained-conf
admit-V2-A-decoy-0010	1	1	1	1	11	CORROBORATED	1	724	2	trained-conf
admit-V2-A-decoy-0011	1	1	1	1	12	REVISE_INSTALL	1	725	6	trained-conf
admit-V2-A-decoy-0012	1	1	1	1	13	REVISE_INSTALL	1	726	6	trained-conf
admit-V2-A-decoy-0013	1	1	1	1	14	CORROBORATED	1	727	2	trained-conf
admit-V2-A-decoy-0014	1	1	1	1	15	CORROBORATED	1	728	2	trained-conf
admit-V2-A-decoy-0015	1	1	1	1	16	CORROBORATED	1	729	2	trained-conf
admit-V2-A-decoy-0016	1	1	1	1	17	CORROBORATED	1	730	2	trained-conf
admit-V2-A-decoy-0017	1	1	1	1	18	REVISE_INSTALL	1	730	6	trained-conf
admit-V2-A-decoy-0018	1	1	1	1	19	REVISE_INSTALL	1	731	6	trained-conf
admit-V2-A-decoy-0019	1	1	1	1	1	PROVISIONAL_INSTALL	1	673	5	trained-conf
admit-V2-A-decoy-0020	1	1	1	1	2	CORROBORATED	1	772	2	trained-conf
admit-V2-A-decoy-0021	1	1	1	1	3	CORROBORATED	1	805	2	trained-conf
admit-V2-A-decoy-0022	1	1	1	1	4	PROVISIONAL_INSTALL	1	821	5	trained-conf
admit-V2-A-decoy-0023	1	1	1	1	5	PROVISIONAL_INSTALL	1	831	5	trained-conf
admit-V2-A-decoy-0024	1	1	1	1	6	PROVISIONAL_INSTALL	1	837	5	trained-conf
admit-V2-A-decoy-0025	1	1	1	1	7	CORROBORATED	1	842	2	trained-conf
admit-V2-A-decoy-0026	1	1	1	1	8	CORROBORATED	1	846	2	trained-conf
admit-V2-A-decoy-0027	1	1	1	1	9	CORROBORATED	1	848	2	trained-conf
admit-V2-A-decoy-0028	1	1	1	1	1	PROVISIONAL_INSTALL	1	583	5	trained-conf
admit-V2-A-decoy-0029	1	1	1	1	2	PROVISIONAL_INSTALL	1	681	5	trained-conf
admit-V2-A-decoy-0030	1	1	1	1	3	PROVISIONAL_INSTALL	1	714	5	trained-conf
admit-V2-A-decoy-0031	1	1	1	1	4	PERMANENT_INSTALL	1	731	4	trained-conf
admit-V2-A-decoy-0032	1	1	1	1	5	CORROBORATED	1	741	2	trained-conf
admit-V2-A-decoy-0033	1	1	1	1	6	CORROBORATED	1	747	2	trained-conf
admit-V2-A-decoy-0034	1	1	1	1	7	CORROBORATED	1	752	2	trained-conf
admit-V2-A-decoy-0035	1	1	1	1	8	REVISE_INSTALL	1	755	6	trained-conf
admit-V2-A-decoy-0036	1	1	1	1	9	CONFLICT_WITHHELD	1	758	1	trained-conf
admit-V2-A-decoy-0037	1	1	1	1	10	REVISE_INSTALL	1	760	6	trained-conf
admit-V2-A-decoy-0038	1	1	1	1	11	CORROBORATED	1	762	2	trained-conf
admit-V2-A-decoy-0039	1	1	1	1	12	CORROBORATED	1	764	2	trained-conf
admit-V2-A-decoy-0040	1	1	1	1	13	CORROBORATED	1	765	2	trained-conf
admit-V2-A-decoy-0041	1	1	1	1	14	REVISE_INSTALL	1	766	6	trained-conf
admit-V2-A-decoy-0042	1	1	1	1	15	REVISE_INSTALL	1	767	6	trained-conf
admit-V2-A-decoy-0043	1	1	1	1	16	CONFLICT_WITHHELD	1	768	1	trained-conf
admit-V2-A-decoy-0044	1	1	1	1	17	REVISE_INSTALL	1	769	6	trained-conf
admit-V2-A-decoy-0045	1	1	1	1	18	CORROBORATED	1	769	2	trained-conf
admit-V2-A-decoy-0046	1	1	1	1	19	CORROBORATED	1	770	2	trained-conf
admit-V2-A-decoy-0047	1	1	1	1	20	REVISE_INSTALL	1	770	6	trained-conf
admit-V2-A-decoy-0048	1	1	1	1	21	REVISE_INSTALL	1	771	6	trained-conf
admit-V2-A-decoy-0049	1	1	1	1	22	CORROBORATED	1	771	2	trained-conf
admit-V2-A-decoy-0050	1	1	1	1	23	CORROBORATED	1	771	2	trained-conf
admit-V2-A-decoy-0051	1	1	1	1	24	CORROBORATED	1	772	2	trained-conf
admit-V2-A-install-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	544	5	trained-conf
admit-V2-A-install-0001	1	1	1	1	2	PERMANENT_INSTALL	1	643	4	trained-conf
admit-V2-A-install-0002	1	1	1	1	3	CORROBORATED	1	676	2	trained-conf
admit-V2-A-install-0003	1	1	1	1	4	CORROBORATED	1	692	2	trained-conf
admit-V2-A-install-0004	1	1	1	1	5	CORROBORATED	1	702	2	trained-conf
admit-V2-A-install-0005	1	1	1	1	6	CORROBORATED	1	709	2	trained-conf
admit-V2-A-install-0006	1	1	1	1	7	CORROBORATED	1	713	2	trained-conf
admit-V2-A-install-0007	1	1	1	1	8	CORROBORATED	1	717	2	trained-conf
admit-V2-A-install-0008	1	1	1	1	9	CORROBORATED	1	719	2	trained-conf
admit-V2-A-install-0009	1	1	1	1	10	CORROBORATED	1	722	2	trained-conf
admit-V2-A-install-0010	1	1	1	1	11	CORROBORATED	1	724	2	trained-conf
admit-V2-A-install-0011	1	1	1	1	12	CORROBORATED	1	725	2	trained-conf
admit-V2-A-install-0012	1	1	1	1	13	CORROBORATED	1	726	2	trained-conf
admit-V2-A-install-0013	1	1	1	1	14	CORROBORATED	1	727	2	trained-conf
admit-V2-A-install-0014	1	1	1	1	15	CORROBORATED	1	728	2	trained-conf
admit-V2-A-install-0015	1	1	1	1	16	CORROBORATED	1	729	2	trained-conf
admit-V2-A-install-0016	1	1	1	1	1	PROVISIONAL_INSTALL	1	673	5	trained-conf
admit-V2-A-install-0017	1	1	1	1	2	CORROBORATED	1	772	2	trained-conf
admit-V2-A-install-0018	1	1	1	1	3	CORROBORATED	1	805	2	trained-conf
admit-V2-A-install-0019	1	1	1	1	4	PROVISIONAL_INSTALL	1	821	5	trained-conf
admit-V2-A-install-0020	1	1	1	1	5	PERMANENT_INSTALL	1	831	4	trained-conf
admit-V2-A-install-0021	1	1	1	1	6	CORROBORATED	1	837	2	trained-conf
admit-V2-A-install-0022	1	1	1	1	7	CORROBORATED	1	842	2	trained-conf
admit-V2-A-install-0023	1	1	1	1	8	CORROBORATED	1	846	2	trained-conf
admit-V2-A-install-0024	1	1	1	1	1	PROVISIONAL_INSTALL	1	583	5	trained-conf
admit-V2-A-install-0025	1	1	1	1	2	PERMANENT_INSTALL	1	681	4	trained-conf
admit-V2-A-install-0026	1	1	1	1	3	CORROBORATED	1	714	2	trained-conf
admit-V2-A-install-0027	1	1	1	1	4	CORROBORATED	1	731	2	trained-conf
admit-V2-A-install-0028	1	1	1	1	5	CORROBORATED	1	741	2	trained-conf
admit-V2-A-install-0029	1	1	1	1	6	CORROBORATED	1	747	2	trained-conf
admit-V2-A-install-0030	1	1	1	1	7	CORROBORATED	1	752	2	trained-conf
admit-V2-A-install-0031	1	1	1	1	8	CORROBORATED	1	755	2	trained-conf
admit-V2-A-install-0032	1	1	1	1	9	CORROBORATED	1	758	2	trained-conf
admit-V2-A-install-0033	1	1	1	1	10	CORROBORATED	1	760	2	trained-conf
admit-V2-A-install-0034	1	1	1	1	11	CORROBORATED	1	762	2	trained-conf
admit-V2-A-install-0035	1	1	1	1	12	CORROBORATED	1	764	2	trained-conf
admit-V2-A-install-0036	1	1	1	1	13	CONFLICT_WITHHELD	1	765	1	trained-conf
admit-V2-A-install-0037	1	1	1	1	14	REVISE_INSTALL	1	766	6	trained-conf
admit-V2-A-install-0038	1	1	1	1	15	CORROBORATED	1	767	2	trained-conf
admit-V2-A-install-0039	1	1	1	1	16	CORROBORATED	1	768	2	trained-conf
admit-V2-A-install-0040	1	1	1	1	17	CORROBORATED	1	769	2	trained-conf
admit-V2-A-install-0041	1	1	1	1	18	CORROBORATED	1	769	2	trained-conf
admit-V2-A-install-0042	1	1	1	1	19	CORROBORATED	1	770	2	trained-conf
admit-V2-A-install-0043	1	1	1	1	20	CORROBORATED	1	770	2	trained-conf
admit-V2-A-withhold-0000	1	1	1	1	1	WITHHELD	1	673	8	trained-conf
admit-V2-A-withhold-0001	1	1	1	1	2	WITHHELD	1	772	8	trained-conf
admit-V2-A-withhold-0002	1	1	1	1	3	WITHHELD	1	805	8	trained-conf
admit-V2-A-withhold-0003	1	1	1	1	4	WITHHELD	1	821	8	trained-conf
admit-V2-A-withhold-0004	1	1	1	1	5	WITHHELD	1	831	8	trained-conf
admit-V2-A-withhold-0005	1	1	1	1	6	WITHHELD	1	837	8	trained-conf
admit-V2-A-withhold-0006	1	1	1	1	7	WITHHELD	1	842	8	trained-conf
admit-V2-A-withhold-0007	1	1	1	1	8	WITHHELD	1	846	8	trained-conf
admit-V2-D-clean-0000	1	1	1	1	1	ACCEPT_INSTALL	1	673	0	trained-conf
admit-V2-D-clean-0001	1	1	1	1	2	WITHHELD	1	772	8	trained-conf
admit-V2-D-clean-0002	1	1	1	1	3	CONFLICT_WITHHELD	1	805	1	trained-conf
admit-V2-D-clean-0003	1	1	1	1	4	CONFLICT_WITHHELD	1	821	1	trained-conf
admit-V2-D-clean-0004	1	1	1	1	5	WITHHELD	1	831	8	trained-conf
admit-V2-D-clean-0006	1	1	1	1	7	CONFLICT_WITHHELD	1	842	1	trained-conf
admit-V2-D-clean-0012	1	1	1	1	13	ACCEPT_INSTALL	1	855	0	trained-conf
admit-V2-D-clean-0013	1	1	1	1	14	ACCEPT_INSTALL	1	856	0	trained-conf
admit-V2-D-clean-0016	1	1	1	1	17	CORROBORATED	1	859	2	trained-conf
admit-V2-D-clean-0057	1	1	1	1	10	PROVISIONAL_INSTALL	1	517	5	trained-conf
admit-V2-D-clean-0059	1	1	1	1	12	NEGATIVE_EVIDENCE	1	521	3	trained-conf
admit-V2-D-clean-0060	1	1	1	1	13	SUPPRESSED	1	522	7	trained-conf
admit-V2-D-clean-0061	1	1	1	1	14	SUPPRESSED	1	523	7	trained-conf
admit-V2-D-clean-0066	1	1	1	1	19	NEGATIVE_EVIDENCE	1	527	3	trained-conf
admit-V2-D-clean-0067	1	1	1	1	20	NEGATIVE_EVIDENCE	1	527	3	trained-conf
admit-V2-D-clean-0074	1	1	1	1	27	CORROBORATED	1	530	2	trained-conf
admit-V2-D-clean-0082	1	1	1	1	35	CORROBORATED	1	531	2	trained-conf
admit-V2-D-clean-0193	1	1	1	1	2	PROVISIONAL_INSTALL	1	439	5	trained-conf
admit-V2-D-clean-0194	1	1	1	1	3	PERMANENT_INSTALL	1	472	4	trained-conf
admit-V2-D-clean-0245	1	1	1	1	6	PERMANENT_INSTALL	1	630	4	trained-conf
admit-V2-D-decoy-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	544	5	trained-conf
admit-V2-D-decoy-0001	1	1	1	1	2	PERMANENT_INSTALL	1	643	4	trained-conf
admit-V2-D-decoy-0002	1	1	1	1	3	CORROBORATED	1	676	2	trained-conf
admit-V2-D-decoy-0003	1	1	1	1	4	ACCEPT_INSTALL	1	692	0	trained-conf
admit-V2-D-decoy-0004	1	1	1	1	5	ACCEPT_INSTALL	1	702	0	trained-conf
admit-V2-D-decoy-0005	1	1	1	1	6	ACCEPT_INSTALL	1	709	0	trained-conf
admit-V2-D-decoy-0006	1	1	1	1	7	ACCEPT_INSTALL	1	713	0	trained-conf
admit-V2-D-decoy-0007	1	1	1	1	8	ACCEPT_INSTALL	1	717	0	trained-conf
admit-V2-D-decoy-0008	1	1	1	1	9	ACCEPT_INSTALL	1	719	0	trained-conf
admit-V2-D-decoy-0009	1	1	1	1	10	ACCEPT_INSTALL	1	722	0	trained-conf
admit-V2-D-decoy-0010	1	1	1	1	11	ACCEPT_INSTALL	1	724	0	trained-conf
admit-V2-D-decoy-0011	1	1	1	1	12	ACCEPT_INSTALL	1	725	0	trained-conf
admit-V2-D-decoy-0012	1	1	1	1	13	ACCEPT_INSTALL	1	726	0	trained-conf
admit-V2-D-decoy-0013	1	1	1	1	14	ACCEPT_INSTALL	1	727	0	trained-conf
admit-V2-D-decoy-0014	1	1	1	1	15	ACCEPT_INSTALL	1	728	0	trained-conf
admit-V2-D-decoy-0015	1	1	1	1	16	ACCEPT_INSTALL	1	729	0	trained-conf
admit-V2-D-decoy-0016	1	1	1	1	17	ACCEPT_INSTALL	1	730	0	trained-conf
admit-V2-D-decoy-0017	1	1	1	1	18	ACCEPT_INSTALL	1	730	0	trained-conf
admit-V2-D-decoy-0018	1	1	1	1	19	ACCEPT_INSTALL	1	731	0	trained-conf
admit-V2-D-decoy-0019	1	1	1	1	1	ACCEPT_INSTALL	1	673	0	trained-conf
admit-V2-D-decoy-0020	1	1	1	1	2	ACCEPT_INSTALL	1	772	0	trained-conf
admit-V2-D-decoy-0021	1	1	1	1	3	ACCEPT_INSTALL	1	805	0	trained-conf
admit-V2-D-decoy-0022	1	1	1	1	4	CONFLICT_WITHHELD	1	821	1	trained-conf
admit-V2-D-decoy-0023	1	1	1	1	5	ACCEPT_INSTALL	1	831	0	trained-conf
admit-V2-D-decoy-0024	1	1	1	1	6	ACCEPT_INSTALL	1	837	0	trained-conf
admit-V2-D-decoy-0025	1	1	1	1	7	ACCEPT_INSTALL	1	842	0	trained-conf
admit-V2-D-decoy-0026	1	1	1	1	8	CORROBORATED	1	846	2	trained-conf
admit-V2-D-decoy-0027	1	1	1	1	9	ACCEPT_INSTALL	1	848	0	trained-conf
admit-V2-D-decoy-0028	1	1	1	1	1	ACCEPT_INSTALL	1	583	0	trained-conf
admit-V2-D-decoy-0029	1	1	1	1	2	ACCEPT_INSTALL	1	681	0	trained-conf
admit-V2-D-decoy-0030	1	1	1	1	3	ACCEPT_INSTALL	1	714	0	trained-conf
