admit-V2-A-clean-0000	16	1	1	1	1	PROVISIONAL_INSTALL	1	673	5	trained-conf
admit-V2-A-clean-0001	16	2	2	2	2	WITHHELD	1	665	8	trained-conf
admit-V2-A-clean-0002	16	3	3	3	3	PROVISIONAL_INSTALL	1	480	5	trained-conf
admit-V2-A-clean-0004	16	5	5	5	5	WITHHELD	1	357	8	trained-conf
admit-V2-A-clean-0006	16	7	7	7	7	PERMANENT_INSTALL	1	470	4	trained-conf
admit-V2-A-clean-0016	16	16	16	16	17	CORROBORATED	1	437	2	trained-conf
admit-V2-A-clean-0020	16	16	16	16	21	REVISE_INSTALL	1	472	6	trained-conf
admit-V2-A-clean-0029	16	16	16	16	30	REVISE_INSTALL	1	516	6	trained-conf
admit-V2-A-clean-0038	16	16	16	16	39	NEGATIVE_EVIDENCE	1	541	3	trained-conf
admit-V2-A-clean-0040	16	16	16	16	41	SUPPRESSED	1	544	7	trained-conf
admit-V2-A-clean-0047	16	16	16	16	48	CORROBORATED	1	556	2	trained-conf
admit-V2-A-clean-0059	16	12	12	12	12	NEGATIVE_EVIDENCE	1	474	3	trained-conf
admit-V2-A-clean-0060	16	13	13	13	13	SUPPRESSED	1	475	7	trained-conf
admit-V2-A-clean-0066	16	16	16	16	19	NEGATIVE_EVIDENCE	1	508	3	trained-conf
admit-V2-A-clean-0072	16	16	16	16	25	CORROBORATED	1	548	2	trained-conf
admit-V2-A-clean-0077	16	16	16	16	30	PERMANENT_INSTALL	1	569	4	trained-conf
admit-V2-A-clean-0081	16	16	16	16	34	CONFLICT_WITHHELD	1	581	1	trained-conf
admit-V2-A-clean-0090	16	16	16	16	43	CONFLICT_WITHHELD	1	601	1	trained-conf
admit-V2-A-clean-0095	16	16	16	16	48	CONFLICT_WITHHELD	1	608	1	trained-conf
admit-V2-A-clean-0099	16	4	4	4	4	PERMANENT_INSTALL	1	435	4	trained-conf
admit-V2-A-decoy-0000	16	2	2	1	1	PROVISIONAL_INSTALL	1	545	5	trained-conf
admit-V2-A-decoy-0001	16	2	2	2	2	PERMANENT_INSTALL	1	446	4	trained-conf
