admit-V2-A-clean-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	0	5	f30-thac
admit-V2-A-clean-0001	1	1	1	1	2	WITHHELD	1	0	8	f30-thac
admit-V2-A-clean-0002	1	1	1	1	3	PROVISIONAL_INSTALL	1	0	5	f30-thac
admit-V2-A-clean-0004	1	1	1	1	5	WITHHELD	1	0	8	f30-thac
admit-V2-A-clean-0006	1	1	1	1	7	PERMANENT_INSTALL	1	0	4	f30-thac
admit-V2-A-clean-0016	1	1	1	1	17	CORROBORATED	1	0	2	f30-thac
admit-V2-A-clean-0020	1	1	1	1	21	REVISE_INSTALL	1	0	6	f30-thac
admit-V2-A-clean-0029	1	1	1	1	30	REVISE_INSTALL	1	0	6	f30-thac
admit-V2-A-clean-0038	1	1	1	1	39	NEGATIVE_EVIDENCE	1	0	3	f30-thac
admit-V2-A-clean-0040	1	1	1	1	41	SUPPRESSED	1	0	7	f30-thac
admit-V2-A-clean-0047	1	1	1	1	48	CORROBORATED	1	0	2	f30-thac
admit-V2-A-clean-0059	1	1	1	1	12	NEGATIVE_EVIDENCE	1	0	3	f30-thac
admit-V2-A-clean-0060	1	1	1	1	13	SUPPRESSED	1	0	7	f30-thac
admit-V2-A-clean-0066	1	1	1	1	19	NEGATIVE_EVIDENCE	1	0	3	f30-thac
admit-V2-A-clean-0072	1	1	1	1	25	CORROBORATED	1	0	2	f30-thac
admit-V2-A-clean-0077	1	1	1	1	30	PERMANENT_INSTALL	1	0	4	f30-thac
admit-V2-A-clean-0081	1	1	1	1	34	CONFLICT_WITHHELD	1	0	1	f30-thac
admit-V2-A-clean-0090	1	1	1	1	43	CONFLICT_WITHHELD	1	0	1	f30-thac
admit-V2-A-clean-0095	1	1	1	1	48	CONFLICT_WITHHELD	1	0	1	f30-thac
admit-V2-A-clean-0099	1	1	1	1	4	PERMANENT_INSTALL	1	0	4	f30-thac
admit-V2-A-decoy-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	0	5	f30-thac
admit-V2-A-decoy-0001	1	1	1	1	2	PERMANENT_INSTALL	1	0	4	f30-thac
admit-V2-A-decoy-0002	1	1	1	1	3	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0003	1	1	1	1	4	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0004	1	1	1	1	5	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0005	1	1	1	1	6	REVISE_INSTALL	1	0	6	f30-thac
admit-V2-A-decoy-0006	1	1	1	1	7	REVISE_INSTALL	1	0	6	f30-thac
admit-V2-A-decoy-0007	1	1	1	1	8	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0008	1	1	1	1	9	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0009	1	1	1	1	10	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0010	1	1	1	1	11	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0011	1	1	1	1	12	REVISE_INSTALL	1	0	6	f30-thac
admit-V2-A-decoy-0012	1	1	1	1	13	REVISE_INSTALL	1	0	6	f30-thac
admit-V2-A-decoy-0013	1	1	1	1	14	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0014	1	1	1	1	15	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0015	1	1	1	1	16	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0016	1	1	1	1	17	CORROBORATED	1	0	2	f30-thac
admit-V2-A-decoy-0017	1	1	1	1	18	REVISE_INSTALL	1	0	6	f30-thac
