TRAP-A1-001#s100r001	1	0	0	0	0	RELEASE	0	950	0	0
TRAP-A1-002#s100r001	1	0	0	0	0	RELEASE	0	633	0	0
TRAP-A1-003#s100r001	1	0	0	0	0	RELEASE	0	475	0	0
TRAP-A1-004#s100r001	1	0	0	0	0	RELEASE	0	380	0	0
TRAP-A1-005#s100r001	1	0	0	0	0	RELEASE	0	316	0	0
TRAP-A1-006#s100r001	1	0	0	0	0	RELEASE	0	271	0	0
TRAP-A1-007#s100r001	1	0	0	0	0	RELEASE	0	237	0	0
TRAP-A1-008#s100r001	1	0	0	0	0	RELEASE	0	211	0	0
TRAP-A2-001#s100r001	1	0	0	0	0	RELEASE	0	190	0	0
TRAP-A2-002#s100r001	1	0	0	0	0	RELEASE	0	172	0	0
TRAP-A2-003#s100r001	1	0	0	0	0	RELEASE	0	158	0	0
TRAP-A2-004#s100r001	1	0	0	0	0	RELEASE	0	146	0	0
TRAP-A2-005#s100r001	1	0	0	0	0	RELEASE	0	135	0	0
TRAP-A2-006#s100r001	1	0	0	0	0	RELEASE	0	126	0	0
TRAP-A2-007#s100r001	1	0	0	0	0	RELEASE	0	118	0	0
TRAP-A2-008#s100r001	1	0	0	0	0	RELEASE	0	111	0	0
TRAP-A3-001#s100r001	1	0	0	0	0	RELEASE	0	950	0	0
TRAP-A3-002#s100r001	1	0	0	0	0	RELEASE	0	633	0	0
TRAP-A3-003#s100r001	1	0	0	0	0	RELEASE	0	475	0	0
TRAP-A3-004#s100r001	1	0	0	0	0	RELEASE	0	380	0	0
TRAP-A3-005#s100r001	1	0	0	0	0	RELEASE	0	316	0	0
TRAP-A3-006#s100r001	1	0	0	0	0	RELEASE	0	271	0	0
TRAP-A4-001#s100r001	1	0	0	0	0	RELEASE	0	950	0	0
TRAP-A4-002#s100r001	1	0	0	0	0	RELEASE	0	633	0	0
TRAP-A4-003#s100r001	1	0	0	0	0	RELEASE	0	475	0	0
TRAP-A4-004#s100r001	1	0	0	0	0	RELEASE	0	380	0	0
TRAP-A4-005#s100r001	1	0	0	0	0	RELEASE	0	316	0	0
TRAP-A4-006#s100r001	1	0	0	0	0	RELEASE	0	271	0	0
TRAP-A5-001#s100r001	1	0	0	0	0	RELEASE	0	237	0	0
TRAP-A5-002#s100r001	1	0	0	0	0	RELEASE	0	211	0	0
TRAP-A5-003#s100r001	1	0	0	0	0	RELEASE	0	190	0	0
TRAP-A5-004#s100r001	1	0	0	0	0	RELEASE	0	172	0	0
TRAP-A5-005#s100r001	1	0	0	0	0	RELEASE	0	158	0	0
TRAP-A5-006#s100r001	1	0	0	0	0	RELEASE	0	146	0	0
TRAP-A6-001#s100r001	1	0	0	0	0	RELEASE	0	135	0	0
TRAP-A6-002#s100r001	1	0	0	0	0	RELEASE	0	126	0	0
TRAP-A6-003#s100r001	1	0	0	0	0	RELEASE	0	118	0	0
TRAP-A6-004#s100r001	1	0	0	0	0	RELEASE	0	111	0	0
TRAP-A6-005#s100r001	1	0	0	0	0	RELEASE	0	105	0	0
TRAP-A6-006#s100r001	1	0	0	0	0	RELEASE	0	100	0	0
TRAP-B1-001#s100r001	1	0	0	0	0	RELEASE	0	95	0	0
TRAP-B1-002#s100r001	1	0	0	0	0	RELEASE	0	90	0	0
TRAP-B1-003#s100r001	1	0	0	0	0	RELEASE	0	86	0	0
TRAP-B1-004#s100r001	1	0	0	0	0	RELEASE	0	82	0	0
TRAP-B1-005#s100r001	1	0	0	0	0	RELEASE	0	79	0	0
TRAP-B1-006#s100r001	1	0	0	0	0	RELEASE	0	76	0	0
TRAP-B1-007#s100r001	1	0	0	0	0	RELEASE	0	73	0	0
TRAP-B1-008#s100r001	1	0	0	0	0	RELEASE	0	70	0	0
TRAP-B2-001#s100r001	1	0	0	0	0	RELEASE	0	67	0	0
TRAP-B2-002#s100r001	1	0	0	0	0	RELEASE	0	65	0	0
TRAP-B2-003#s100r001	1	0	0	0	0	RELEASE	0	63	0	0
TRAP-B2-004#s100r001	1	0	0	0	0	RELEASE	0	61	0	0
TRAP-B2-005#s100r001	1	0	0	0	0	RELEASE	0	59	0	0
TRAP-B2-006#s100r001	1	0	0	0	0	RELEASE	0	57	0	0
TRAP-B2-007#s100r001	1	0	0	0	0	RELEASE	0	55	0	0
TRAP-B2-008#s100r001	1	0	0	0	0	RELEASE	0	54	0	0
TRAP-B3-001#s100r001	1	0	0	0	0	RELEASE	0	52	0	0
TRAP-B3-002#s100r001	1	0	0	0	0	RELEASE	0	51	0	0
TRAP-B3-003#s100r001	1	0	0	0	0	RELEASE	0	50	0	0
TRAP-B3-004#s100r001	1	0	0	0	0	RELEASE	0	48	0	0
TRAP-B3-005#s100r001	1	0	0	0	0	RELEASE	0	47	0	0
TRAP-B3-006#s100r001	1	0	0	0	0	RELEASE	0	46	0	0
TRAP-B4-001#s100r001	1	0	0	0	0	RELEASE	0	45	0	0
TRAP-B4-002#s100r001	1	0	0	0	0	RELEASE	0	44	0	0
TRAP-B4-003#s100r001	1	0	0	0	0	RELEASE	0	43	0	0
TRAP-B4-004#s100r001	1	0	0	0	0	RELEASE	0	42	0	0
TRAP-B4-005#s100r001	1	0	0	0	0	RELEASE	0	41	0	0
TRAP-B4-006#s100r001	1	0	0	0	0	RELEASE	0	40	0	0
TRAP-B5-001#s100r001	1	0	0	0	0	RELEASE	0	237	0	0
TRAP-B5-002#s100r001	1	0	0	0	0	RELEASE	0	211	0	0
TRAP-B5-003#s100r001	1	0	0	0	0	RELEASE	0	190	0	0
TRAP-B5-004#s100r001	1	0	0	0	0	RELEASE	0	172	0	0
TRAP-B5-005#s100r001	1	0	0	0	0	RELEASE	0	158	0	0
TRAP-B5-006#s100r001	1	0	0	0	0	RELEASE	0	146	0	0
TRAP-B6-001#s100r001	1	0	0	0	0	RELEASE	0	39	0	0
TRAP-B6-002#s100r001	1	0	0	0	0	RELEASE	0	38	0	0
TRAP-B6-003#s100r001	1	0	0	0	0	RELEASE	0	38	0	0
TRAP-B6-004#s100r001	1	0	0	0	0	RELEASE	0	37	0	0
TRAP-B6-005#s100r001	1	0	0	0	0	RELEASE	0	36	0	0
TRAP-B6-006#s100r001	1	0	0	0	0	RELEASE	0	35	0	0
TRAP-C1-001#s100r001	1	0	0	0	0	RELEASE	0	35	0	0
TRAP-C1-002#s100r001	1	0	0	0	0	RELEASE	0	34	0	0
TRAP-C1-003#s100r001	1	0	0	0	0	RELEASE	0	33	0	0
TRAP-C1-004#s100r001	1	0	0	0	0	RELEASE	0	33	0	0
TRAP-C1-005#s100r001	1	0	0	0	0	RELEASE	0	32	0	0
TRAP-C1-006#s100r001	1	0	0	0	0	RELEASE	0	32	0	0
TRAP-C2-001#s100r001	1	0	0	0	0	RELEASE	0	31	0	0
TRAP-C2-002#s100r001	1	0	0	0	0	RELEASE	0	31	0	0
TRAP-C2-003#s100r001	1	0	0	0	0	RELEASE	0	30	0	0
TRAP-C2-004#s100r001	1	0	0	0	0	RELEASE	0	30	0	0
TRAP-C2-005#s100r001	1	0	0	0	0	RELEASE	0	29	0	0
TRAP-C2-006#s100r001	1	0	0	0	0	RELEASE	0	29	0	0
TRAP-CV-001#s100r001	1	0	0	0	0	RELEASE	0	28	0	0
TRAP-CV-002#s100r001	1	0	0	0	0	RELEASE	0	28	0	0
TRAP-CV-003#s100r001	1	0	0	0	0	RELEASE	0	27	0	0
TRAP-CV-004#s100r001	1	0	0	0	0	RELEASE	0	27	0	0
TRAP-CH-001#s100r001	1	0	0	0	0	RELEASE	0	27	0	0
TRAP-CH-002#s100r001	1	0	0	0	0	RELEASE	0	26	0	0
TRAP-CH-003#s100r001	1	0	0	0	0	RELEASE	0	26	0	0
TRAP-C7-001#s100r001	1	0	0	0	0	RELEASE	0	26	0	0
TRAP-C7-002#s100r001	1	0	0	0	0	RELEASE	0	25	0	0
TRAP-C7-003#s100r001	1	0	0	0	0	RELEASE	0	25	0	0
TRAP-C7-004#s100r001	1	0	0	0	0	RELEASE	0	25	0	0
TRAP-C7-005#s100r001	1	0	0	0	0	RELEASE	0	24	0	0
TRAP-C5a#s100r001	1	0	0	0	0	RELEASE	0	135	0	0
TRAP-C5b#s100r001	1	0	0	0	0	RELEASE	0	126	0	0
TRAP-C5c#s100r001	1	0	0	0	0	RELEASE	0	118	0	0
TRAP-C5d#s100r001	1	0	0	0	0	RELEASE	0	111	0	0
TRAP-C5e#s100r001	1	0	0	0	0	RELEASE	0	105	0	0
TRAP-C5f#s100r001	1	0	0	0	0	RELEASE	0	100	0	0
TRAP-C3-001#s100r001	1	0	0	0	0	RELEASE	0	95	0	0
TRAP-C3-002#s100r001	1	0	0	0	0	RELEASE	0	90	0	0
TRAP-C3-003#s100r001	1	0	0	0	0	RELEASE	0	86	0	0
TRAP-C3-004#s100r001	1	0	0	0	0	RELEASE	0	82	0	0
TRAP-C3-005#s100r001	1	0	0	0	0	RELEASE	0	79	0	0
TRAP-C3-006#s100r001	1	0	0	0	0	RELEASE	0	76	0	0
TRAP-C4-001#s100r001	1	0	0	0	0	RELEASE	0	24	0	0
TRAP-C4-002#s100r001	1	0	0	0	0	RELEASE	0	24	0	0
TRAP-C4-003#s100r001	1	0	0	0	0	RELEASE	0	23	0	0
TRAP-C4-004#s100r001	1	0	0	0	0	RELEASE	0	23	0	0
TRAP-C4-005#s100r001	1	0	0	0	0	RELEASE	0	23	0	0
TRAP-C4-006#s100r001	1	0	0	0	0	RELEASE	0	22	0	0
TRAP-C6-001#s100r001	1	0	0	0	0	RELEASE	0	105	0	0
TRAP-C6-002#s100r001	1	0	0	0	0	RELEASE	0	100	0	0
TRAP-C6-003#s100r001	1	0	0	0	0	RELEASE	0	95	0	0
TRAP-C6-004#s100r001	1	0	0	0	0	RELEASE	0	90	0	0
TRAP-C6-005#s100r001	1	0	0	0	0	RELEASE	0	86	0	0
TRAP-A1-001#s100r002	1	0	0	0	0	RELEASE	0	57	0	0
TRAP-A1-002#s100r002	1	0	0	0	0	RELEASE	0	55	0	0
TRAP-A1-003#s100r002	1	0	0	0	0	RELEASE	0	54	0	0
TRAP-A1-004#s100r002	1	0	0	0	0	RELEASE	0	52	0	0
TRAP-A1-005#s100r002	1	0	0	0	0	RELEASE	0	51	0	0
TRAP-A1-006#s100r002	1	0	0	0	0	RELEASE	0	50	0	0
TRAP-A1-007#s100r002	1	0	0	0	0	RELEASE	0	48	0	0
TRAP-A1-008#s100r002	1	0	0	0	0	RELEASE	0	47	0	0
TRAP-A2-001#s100r002	1	0	0	0	0	RELEASE	0	46	0	0
TRAP-A2-002#s100r002	1	0	0	0	0	RELEASE	0	45	0	0
TRAP-A2-003#s100r002	1	0	0	0	0	RELEASE	0	44	0	0
TRAP-A2-004#s100r002	1	0	0	0	0	RELEASE	0	43	0	0
TRAP-A2-005#s100r002	1	0	0	0	0	RELEASE	0	42	0	0
TRAP-A2-006#s100r002	1	0	0	0	0	RELEASE	0	41	0	0
TRAP-A2-007#s100r002	1	0	0	0	0	RELEASE	0	40	0	0
TRAP-A2-008#s100r002	1	0	0	0	0	RELEASE	0	39	0	0
TRAP-A3-001#s100r002	1	0	0	0	0	RELEASE	0	73	0	0
TRAP-A3-002#s100r002	1	0	0	0	0	RELEASE	0	70	0	0
