H5B-O-12-04	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-O-12-05	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-O-12-06	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-O-12-07	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-O-12-08	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-O-12-09	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-O-20-00	16	0	0	0	0	RELEASE	1	625	0	0
H5B-O-20-01	16	0	0	0	0	RELEASE	1	403	0	0
H5B-O-20-02	16	0	0	0	0	RELEASE	1	634	0	0
H5B-O-20-03	16	0	0	0	0	RELEASE	1	425	0	0
H5B-O-20-04	16	0	0	0	0	RELEASE	1	955	0	0
H5B-O-20-05	16	0	0	0	0	RELEASE	1	642	0	0
H5B-O-20-06	16	0	0	0	0	RELEASE	1	444	0	0
H5B-O-20-07	16	0	0	0	0	RELEASE	1	650	0	0
H5B-O-20-08	16	0	0	0	0	RELEASE	1	463	0	0
H5B-O-20-09	16	0	0	0	0	RELEASE	1	955	0	0
H5B-O-40-00	16	0	0	0	0	RELEASE	1	657	0	0
H5B-O-40-01	16	0	0	0	0	RELEASE	1	480	0	0
H5B-O-40-02	16	0	0	0	0	RELEASE	1	664	0	0
H5B-O-40-03	16	0	0	0	0	RELEASE	1	496	0	0
H5B-O-40-04	16	0	0	0	0	RELEASE	1	955	0	0
H5B-O-40-05	16	0	0	0	0	RELEASE	1	671	0	0
H5B-O-40-06	16	0	0	0	0	RELEASE	1	512	0	0
H5B-O-40-07	16	0	0	0	0	RELEASE	1	678	0	0
H5B-O-40-08	16	0	0	0	0	RELEASE	1	526	0	0
H5B-O-40-09	16	0	0	0	0	RELEASE	1	955	0	0
H5B-D-0-00	16	0	0	0	0	RELEASE	1	996	0	0
H5B-D-0-01	16	0	0	0	0	RELEASE	1	996	0	0
H5B-D-0-02	16	0	0	0	0	RELEASE	1	996	0	0
H5B-D-0-03	16	0	0	0	0	RELEASE	1	996	0	0
H5B-D-0-04	16	0	0	0	0	RELEASE	1	997	0	0
H5B-D-0-05	16	0	0	0	0	RELEASE	1	997	0	0
H5B-D-0-06	16	0	0	0	0	RELEASE	1	997	0	0
H5B-D-0-07	16	0	0	0	0	RELEASE	1	997	0	0
H5B-D-0-08	16	0	0	0	0	RELEASE	1	997	0	0
H5B-D-0-09	16	0	0	0	0	RELEASE	1	997	0	0
H5B-D-1-00	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-01	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-02	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-03	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-04	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-05	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-06	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-07	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-08	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-09	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-00	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-01	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-02	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-03	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-04	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-05	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-06	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-07	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-08	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-09	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-00	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-01	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-02	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-03	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-04	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-05	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-06	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-07	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-08	16	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-6-09	16	0	0	0	0	ABSTAIN	A	0	0	0
