H5B-P-06-00	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-01	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-02	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-03	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-04	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-05	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-06	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-07	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-08	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-09	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-00	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-01	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-02	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-03	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-04	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-05	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-06	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-07	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-08	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-09	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-00	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-01	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-02	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-03	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-04	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-05	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-06	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-07	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-08	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-09	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-00	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-01	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-02	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-03	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-04	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-05	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-06	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-07	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-08	4	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-09	4	0	0	0	0	RELEASE	0	0	0	0
H5B-O-06-00	4	0	0	0	0	RELEASE	1	798	0	0
H5B-O-06-01	4	0	0	0	0	RELEASE	1	801	0	0
H5B-O-06-02	4	0	0	0	0	RELEASE	1	805	0	0
H5B-O-06-03	4	0	0	0	0	RELEASE	1	809	0	0
H5B-O-06-04	4	0	0	0	0	RELEASE	1	812	0	0
H5B-O-06-05	4	0	0	0	0	RELEASE	1	816	0	0
H5B-O-06-06	4	0	0	0	0	RELEASE	1	819	0	0
H5B-O-06-07	4	0	0	0	0	RELEASE	1	822	0	0
H5B-O-06-08	4	0	0	0	0	RELEASE	1	825	0	0
H5B-O-06-09	4	0	0	0	0	RELEASE	1	828	0	0
H5B-O-12-00	4	0	0	0	0	RELEASE	1	700	0	0
H5B-O-12-01	4	0	0	0	0	RELEASE	1	704	0	0
H5B-O-12-02	4	0	0	0	0	RELEASE	1	708	0	0
H5B-O-12-03	4	0	0	0	0	RELEASE	1	712	0	0
H5B-O-12-04	4	0	0	0	0	RELEASE	1	716	0	0
H5B-O-12-05	4	0	0	0	0	RELEASE	1	720	0	0
H5B-O-12-06	4	0	0	0	0	RELEASE	1	724	0	0
H5B-O-12-07	4	0	0	0	0	RELEASE	1	728	0	0
H5B-O-12-08	4	0	0	0	0	RELEASE	1	732	0	0
H5B-O-12-09	4	0	0	0	0	RELEASE	1	735	0	0
H5B-O-20-00	4	0	0	0	0	RELEASE	1	780	0	0
H5B-O-20-01	4	0	0	0	0	RELEASE	1	781	0	0
H5B-O-20-02	4	0	0	0	0	RELEASE	1	782	0	0
H5B-O-20-03	4	0	0	0	0	RELEASE	1	783	0	0
H5B-O-20-04	4	0	0	0	0	RELEASE	1	784	0	0
H5B-O-20-05	4	0	0	0	0	RELEASE	1	784	0	0
H5B-O-20-06	4	0	0	0	0	RELEASE	1	785	0	0
H5B-O-20-07	4	0	0	0	0	RELEASE	1	786	0	0
H5B-O-20-08	4	0	0	0	0	RELEASE	1	787	0	0
H5B-O-20-09	4	0	0	0	0	RELEASE	1	787	0	0
