H5B-P-06-00	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-01	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-02	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-03	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-04	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-05	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-06	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-07	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-08	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-06-09	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-00	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-01	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-02	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-03	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-04	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-05	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-06	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-07	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-08	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-12-09	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-00	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-01	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-02	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-03	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-04	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-05	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-06	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-07	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-08	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-20-09	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-00	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-01	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-02	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-03	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-04	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-05	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-06	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-07	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-08	2	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-09	2	0	0	0	0	RELEASE	0	0	0	0
H5B-O-06-00	2	0	0	0	0	RELEASE	1	600	0	0
H5B-O-06-01	2	0	0	0	0	RELEASE	1	344	0	0
H5B-O-06-02	2	0	0	0	0	RELEASE	1	609	0	0
H5B-O-06-03	2	0	0	0	0	RELEASE	1	369	0	0
H5B-O-06-04	2	0	0	0	0	RELEASE	1	817	0	0
H5B-O-06-05	2	0	0	0	0	RELEASE	1	618	0	0
H5B-O-06-06	2	0	0	0	0	RELEASE	1	392	0	0
H5B-O-06-07	2	0	0	0	0	RELEASE	1	627	0	0
H5B-O-06-08	2	0	0	0	0	RELEASE	1	414	0	0
H5B-O-06-09	2	0	0	0	0	RELEASE	1	832	0	0
H5B-O-12-00	2	0	0	0	0	RELEASE	1	635	0	0
H5B-O-12-01	2	0	0	0	0	RELEASE	1	434	0	0
H5B-O-12-02	2	0	0	0	0	RELEASE	1	643	0	0
H5B-O-12-03	2	0	0	0	0	RELEASE	1	453	0	0
H5B-O-12-04	2	0	0	0	0	RELEASE	1	829	0	0
H5B-O-12-05	2	0	0	0	0	RELEASE	1	651	0	0
H5B-O-12-06	2	0	0	0	0	RELEASE	1	470	0	0
H5B-O-12-07	2	0	0	0	0	RELEASE	1	658	0	0
H5B-O-12-08	2	0	0	0	0	RELEASE	1	487	0	0
H5B-O-12-09	2	0	0	0	0	RELEASE	1	833	0	0
H5B-O-20-00	2	0	0	0	0	RELEASE	1	665	0	0
H5B-O-20-01	2	0	0	0	0	RELEASE	1	503	0	0
H5B-O-20-02	2	0	0	0	0	RELEASE	1	672	0	0
H5B-O-20-03	2	0	0	0	0	RELEASE	1	517	0	0
H5B-O-20-04	2	0	0	0	0	RELEASE	1	836	0	0
H5B-O-20-05	2	0	0	0	0	RELEASE	1	678	0	0
H5B-O-20-06	2	0	0	0	0	RELEASE	1	531	0	0
H5B-O-20-07	2	0	0	0	0	RELEASE	1	684	0	0
H5B-O-20-08	2	0	0	0	0	RELEASE	1	544	0	0
H5B-O-20-09	2	0	0	0	0	RELEASE	1	840	0	0
H5B-O-40-00	2	0	0	0	0	RELEASE	1	690	0	0
H5B-O-40-01	2	0	0	0	0	RELEASE	1	556	0	0
H5B-O-40-02	2	0	0	0	0	RELEASE	1	696	0	0
H5B-O-40-03	2	0	0	0	0	RELEASE	1	568	0	0
H5B-O-40-04	2	0	0	0	0	RELEASE	1	843	0	0
H5B-O-40-05	2	0	0	0	0	RELEASE	1	701	0	0
H5B-O-40-06	2	0	0	0	0	RELEASE	1	579	0	0
H5B-O-40-07	2	0	0	0	0	RELEASE	1	707	0	0
H5B-O-40-08	2	0	0	0	0	RELEASE	1	590	0	0
H5B-O-40-09	2	0	0	0	0	RELEASE	1	846	0	0
H5B-D-0-00	2	0	0	0	0	RELEASE	1	988	0	0
H5B-D-0-01	2	0	0	0	0	RELEASE	1	989	0	0
H5B-D-0-02	2	0	0	0	0	RELEASE	1	989	0	0
H5B-D-0-03	2	0	0	0	0	RELEASE	1	989	0	0
H5B-D-0-04	2	0	0	0	0	RELEASE	1	990	0	0
H5B-D-0-05	2	0	0	0	0	RELEASE	1	990	0	0
H5B-D-0-06	2	0	0	0	0	RELEASE	1	990	0	0
H5B-D-0-07	2	0	0	0	0	RELEASE	1	990	0	0
H5B-D-0-08	2	0	0	0	0	RELEASE	1	990	0	0
H5B-D-0-09	2	0	0	0	0	RELEASE	1	991	0	0
H5B-D-1-00	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-01	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-02	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-03	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-04	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-05	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-06	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-07	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-08	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-1-09	2	0	0	0	0	ABSTAIN	A	0	0	0
H5B-D-2-00	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-2-01	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-2-02	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-2-03	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-2-04	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-2-05	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-2-06	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-2-07	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-2-08	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-2-09	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-00	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-01	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-02	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-03	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-04	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-05	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-06	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-07	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-08	2	0	0	0	0	RELEASE	0	0	0	0
H5B-D-6-09	2	0	0	0	0	RELEASE	0	0	0	0
