H5B-P-06-00	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-06-01	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-06-02	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-06-03	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-06-04	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-06-05	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-06-06	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-06-07	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-06-08	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-06-09	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-00	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-01	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-02	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-03	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-04	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-05	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-06	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-07	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-08	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-12-09	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-00	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-01	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-02	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-03	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-04	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-05	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-06	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-07	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-08	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-20-09	32	0	0	0	0	ABSTAIN	A	0	0	0
H5B-P-40-00	32	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-01	32	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-02	32	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-03	32	0	0	0	0	RELEASE	0	0	0	0
H5B-P-40-04	32	0	0	0	0	RELEASE	0	0	0	0
