ep	step	tier
L-050	67	1
L-050	68	1
L-050	69	1
L-051	0	4
L-051	1	4
L-051	2	4
L-051	3	4
L-051	4	4
L-051	5	4
L-051	6	4
L-051	7	4
L-051	8	4
L-051	9	4
L-051	10	4
L-051	11	4
L-051	12	4
L-051	13	4
L-051	14	4
L-051	15	4
L-051	16	4
L-051	17	4
L-051	18	4
L-051	19	4
L-051	20	4
L-051	21	4
L-051	22	4
L-051	23	4
L-051	24	4
L-051	25	4
L-051	26	4
L-051	27	4
L-051	28	4
L-051	29	4
L-051	30	4
L-051	31	4
L-051	32	4
L-051	33	4
L-051	34	4
L-051	35	4
L-051	36	4
L-051	37	4
L-051	38	4
L-051	39	4
L-051	40	4
L-051	41	4
L-051	42	4
L-051	43	4
L-051	44	4
L-051	45	4
L-051	46	4
L-051	47	4
L-051	48	4
L-051	49	4
L-051	50	4
L-051	51	4
L-051	52	4
L-051	53	4
L-051	54	4
L-051	55	4
L-051	56	4
L-051	57	4
L-051	58	4
L-051	59	4
L-051	60	4
L-051	61	4
L-051	62	4
L-051	63	4
L-051	64	1
L-051	65	1
L-051	66	1
L-051	67	1
L-051	68	1
L-051	69	1
L-052	0	4
L-052	1	4
L-052	2	4
L-052	3	4
L-052	4	4
L-052	5	4
L-052	6	4
L-052	7	4
L-052	8	4
L-052	9	4
L-052	10	4
L-052	11	4
L-052	12	4
L-052	13	4
L-052	14	4
L-052	15	4
L-052	16	4
L-052	17	4
L-052	18	4
L-052	19	4
L-052	20	4
L-052	21	4
L-052	22	4
L-052	23	4
L-052	24	4
L-052	25	4
L-052	26	4
L-052	27	4
L-052	28	4
L-052	29	4
L-052	30	4
L-052	31	4
L-052	32	4
L-052	33	4
L-052	34	4
L-052	35	4
L-052	36	4
L-052	37	4
L-052	38	4
L-052	39	4
L-052	40	4
L-052	41	4
L-052	42	4
L-052	43	4
L-052	44	4
L-052	45	4
L-052	46	4
L-052	47	4
L-052	48	4
L-052	49	4
L-052	50	4
L-052	51	4
L-052	52	4
L-052	53	4
L-052	54	4
L-052	55	4
L-052	56	4
L-052	57	4
L-052	58	4
L-052	59	4
L-052	60	4
L-052	61	4
L-052	62	4
L-052	63	4
L-052	64	1
L-052	65	1
L-052	66	1
L-052	67	1
L-052	68	1
L-052	69	1
L-053	0	4
L-053	1	4
L-053	2	4
L-053	3	4
L-053	4	4
L-053	5	4
L-053	6	4
L-053	7	4
L-053	8	4
L-053	9	4
L-053	10	4
L-053	11	4
L-053	12	4
L-053	13	4
L-053	14	4
L-053	15	4
L-053	16	4
L-053	17	4
L-053	18	4
L-053	19	4
L-053	20	4
L-053	21	4
L-053	22	4
L-053	23	4
L-053	24	4
L-053	25	4
L-053	26	4
L-053	27	4
L-053	28	4
L-053	29	4
L-053	30	4
L-053	31	4
L-053	32	4
L-053	33	4
L-053	34	4
L-053	35	4
L-053	36	4
L-053	37	4
L-053	38	4
L-053	39	4
L-053	40	4
L-053	41	4
L-053	42	4
L-053	43	4
L-053	44	4
L-053	45	4
L-053	46	4
L-053	47	4
L-053	48	4
L-053	49	4
L-053	50	4
L-053	51	4
L-053	52	4
L-053	53	4
L-053	54	4
L-053	55	4
L-053	56	4
L-053	57	4
L-053	58	4
L-053	59	4
L-053	60	4
L-053	61	4
L-053	62	4
L-053	63	4
L-053	64	1
L-053	65	1
L-053	66	1
L-053	67	1
L-053	68	1
L-053	69	1
L-054	0	4
L-054	1	4
L-054	2	4
L-054	3	4
L-054	4	4
L-054	5	4
L-054	6	4
L-054	7	4
L-054	8	4
L-054	9	4
L-054	10	4
L-054	11	4
L-054	12	4
L-054	13	4
L-054	14	4
L-054	15	4
L-054	16	4
L-054	17	4
L-054	18	4
L-054	19	4
L-054	20	4
L-054	21	4
L-054	22	4
L-054	23	4
L-054	24	4
L-054	25	4
L-054	26	4
L-054	27	4
L-054	28	4
L-054	29	4
L-054	30	4
L-054	31	4
L-054	32	4
L-054	33	4
L-054	34	4
L-054	35	4
L-054	36	4
L-054	37	4
L-054	38	4
L-054	39	4
L-054	40	4
L-054	41	4
L-054	42	4
L-054	43	4
L-054	44	4
L-054	45	4
L-054	46	4
L-054	47	4
L-054	48	4
L-054	49	4
L-054	50	4
L-054	51	4
L-054	52	4
L-054	53	4
L-054	54	4
L-054	55	4
L-054	56	4
L-054	57	4
L-054	58	4
L-054	59	4
L-054	60	4
L-054	61	4
L-054	62	4
L-054	63	4
L-054	64	1
L-054	65	1
L-054	66	1
L-054	67	1
L-054	68	1
L-054	69	1
L-055	0	4
L-055	1	4
L-055	2	4
L-055	3	4
L-055	4	4
L-055	5	4
L-055	6	4
L-055	7	4
L-055	8	4
L-055	9	4
L-055	10	4
L-055	11	4
L-055	12	4
L-055	13	4
L-055	14	4
L-055	15	4
L-055	16	4
L-055	17	4
L-055	18	4
L-055	19	4
L-055	20	4
L-055	21	4
L-055	22	4
L-055	23	4
L-055	24	4
L-055	25	4
L-055	26	4
L-055	27	4
L-055	28	4
L-055	29	4
L-055	30	4
L-055	31	4
L-055	32	4
L-055	33	4
L-055	34	4
L-055	35	4
L-055	36	4
L-055	37	4
L-055	38	4
L-055	39	4
L-055	40	4
L-055	41	4
L-055	42	4
L-055	43	4
L-055	44	4
L-055	45	4
L-055	46	4
L-055	47	4
L-055	48	4
L-055	49	4
L-055	50	4
L-055	51	4
L-055	52	4
L-055	53	4
L-055	54	4
L-055	55	4
L-055	56	4
L-055	57	4
L-055	58	4
L-055	59	4
L-055	60	4
L-055	61	4
L-055	62	4
L-055	63	4
L-055	64	1
L-055	65	1
L-055	66	1
L-055	67	1
L-055	68	1
L-055	69	1
L-056	0	4
L-056	1	4
L-056	2	4
L-056	3	4
L-056	4	4
L-056	5	4
L-056	6	4
L-056	7	4
L-056	8	4
L-056	9	4
L-056	10	4
L-056	11	4
L-056	12	4
L-056	13	4
L-056	14	4
L-056	15	4
L-056	16	4
L-056	17	4
L-056	18	4
L-056	19	4
L-056	20	4
L-056	21	4
L-056	22	4
L-056	23	4
L-056	24	4
L-056	25	4
L-056	26	4
L-056	27	4
L-056	28	4
L-056	29	4
L-056	30	4
L-056	31	4
L-056	32	4
L-056	33	4
L-056	34	4
L-056	35	4
L-056	36	4
L-056	37	4
L-056	38	4
L-056	39	4
L-056	40	4
L-056	41	4
L-056	42	4
L-056	43	4
L-056	44	4
L-056	45	4
L-056	46	4
L-056	47	4
L-056	48	4
L-056	49	4
L-056	50	4
L-056	51	4
L-056	52	4
L-056	53	4
L-056	54	4
L-056	55	4
L-056	56	4
L-056	57	4
L-056	58	4
L-056	59	4
L-056	60	4
L-056	61	4
L-056	62	4
L-056	63	4
L-056	64	1
L-056	65	1
L-056	66	1
L-056	67	1
L-056	68	1
L-056	69	1
L-057	0	4
L-057	1	4
L-057	2	4
L-057	3	4
L-057	4	4
L-057	5	4
L-057	6	4
L-057	7	4
L-057	8	4
L-057	9	4
L-057	10	4
L-057	11	4
L-057	12	4
L-057	13	4
L-057	14	4
L-057	15	4
L-057	16	4
L-057	17	4
L-057	18	4
L-057	19	4
L-057	20	4
L-057	21	4
L-057	22	4
L-057	23	4
L-057	24	4
L-057	25	4
L-057	26	4
L-057	27	4
L-057	28	4
L-057	29	4
L-057	30	4
L-057	31	4
L-057	32	4
L-057	33	4
L-057	34	4
L-057	35	4
L-057	36	4
L-057	37	4
L-057	38	4
L-057	39	4
L-057	40	4
L-057	41	4
L-057	42	4
L-057	43	4
L-057	44	4
L-057	45	4
L-057	46	4
L-057	47	4
L-057	48	4
L-057	49	4
L-057	50	4
L-057	51	4
L-057	52	4
L-057	53	4
L-057	54	4
L-057	55	4
L-057	56	4
L-057	57	4
L-057	58	4
L-057	59	4
L-057	60	4
L-057	61	4
L-057	62	4
L-057	63	4
L-057	64	1
L-057	65	1
L-057	66	1
L-057	67	1
L-057	68	1
L-057	69	1
L-058	0	4
L-058	1	4
L-058	2	4
L-058	3	4
L-058	4	4
L-058	5	4
L-058	6	4
L-058	7	4
L-058	8	4
L-058	9	4
L-058	10	4
L-058	11	4
L-058	12	4
L-058	13	4
L-058	14	4
L-058	15	4
L-058	16	4
L-058	17	4
L-058	18	4
L-058	19	4
L-058	20	4
L-058	21	4
L-058	22	4
L-058	23	4
L-058	24	4
L-058	25	4
L-058	26	4
L-058	27	4
L-058	28	4
L-058	29	4
L-058	30	4
L-058	31	4
L-058	32	4
L-058	33	4
L-058	34	4
L-058	35	4
L-058	36	4
L-058	37	4
L-058	38	4
L-058	39	4
L-058	40	4
L-058	41	4
L-058	42	4
L-058	43	4
L-058	44	4
L-058	45	4
L-058	46	4
L-058	47	4
L-058	48	4
L-058	49	4
L-058	50	4
L-058	51	4
L-058	52	4
L-058	53	4
L-058	54	4
L-058	55	4
L-058	56	4
L-058	57	4
L-058	58	4
L-058	59	4
L-058	60	4
L-058	61	4
L-058	62	4
L-058	63	4
L-058	64	1
L-058	65	1
L-058	66	1
L-058	67	1
L-058	68	1
L-058	69	1
L-059	0	4
L-059	1	4
L-059	2	4
L-059	3	4
L-059	4	4
L-059	5	4
L-059	6	4
L-059	7	4
L-059	8	4
L-059	9	4
L-059	10	4
L-059	11	4
L-059	12	4
L-059	13	4
L-059	14	4
L-059	15	4
L-059	16	4
L-059	17	4
L-059	18	4
L-059	19	4
L-059	20	4
L-059	21	4
L-059	22	4
L-059	23	4
L-059	24	4
L-059	25	4
L-059	26	4
L-059	27	4
L-059	28	4
L-059	29	4
L-059	30	4
L-059	31	4
L-059	32	4
L-059	33	4
L-059	34	4
L-059	35	4
L-059	36	4
L-059	37	4
L-059	38	4
L-059	39	4
L-059	40	4
L-059	41	4
L-059	42	4
L-059	43	4
L-059	44	4
L-059	45	4
L-059	46	4
L-059	47	4
L-059	48	4
L-059	49	4
L-059	50	4
L-059	51	4
L-059	52	4
L-059	53	4
L-059	54	4
L-059	55	4
L-059	56	4
L-059	57	4
L-059	58	4
L-059	59	4
L-059	60	4
L-059	61	4
L-059	62	4
L-059	63	4
L-059	64	1
L-059	65	1
L-059	66	1
L-059	67	1
L-059	68	1
L-059	69	1
L-060	0	4
L-060	1	4
L-060	2	4
L-060	3	4
L-060	4	4
L-060	5	4
L-060	6	4
L-060	7	4
L-060	8	4
L-060	9	4
L-060	10	4
L-060	11	4
L-060	12	4
L-060	13	4
L-060	14	4
L-060	15	4
L-060	16	4
L-060	17	4
L-060	18	4
L-060	19	4
L-060	20	4
L-060	21	4
L-060	22	4
L-060	23	4
L-060	24	4
L-060	25	4
L-060	26	4
L-060	27	4
L-060	28	4
L-060	29	4
L-060	30	4
L-060	31	4
L-060	32	4
L-060	33	4
L-060	34	4
L-060	35	4
L-060	36	4
L-060	37	4
L-060	38	4
L-060	39	4
L-060	40	4
L-060	41	4
L-060	42	4
L-060	43	4
L-060	44	4
L-060	45	4
L-060	46	4
L-060	47	4
L-060	48	4
L-060	49	4
L-060	50	4
L-060	51	4
L-060	52	4
L-060	53	4
L-060	54	4
L-060	55	4
L-060	56	4
L-060	57	4
L-060	58	4
L-060	59	4
L-060	60	4
L-060	61	4
L-060	62	4
L-060	63	4
L-060	64	1
L-060	65	1
L-060	66	1
L-060	67	1
L-060	68	1
L-060	69	1
L-061	0	4
L-061	1	4
L-061	2	4
L-061	3	4
L-061	4	4
L-061	5	4
L-061	6	4
L-061	7	4
L-061	8	4
L-061	9	4
L-061	10	4
L-061	11	4
L-061	12	4
L-061	13	4
L-061	14	4
L-061	15	4
L-061	16	4
L-061	17	4
L-061	18	4
L-061	19	4
L-061	20	4
L-061	21	4
L-061	22	4
L-061	23	4
L-061	24	4
L-061	25	4
L-061	26	4
L-061	27	4
L-061	28	4
L-061	29	4
L-061	30	4
L-061	31	4
L-061	32	4
L-061	33	4
L-061	34	4
L-061	35	4
L-061	36	4
L-061	37	4
L-061	38	4
L-061	39	4
L-061	40	4
L-061	41	4
L-061	42	4
L-061	43	4
L-061	44	4
L-061	45	4
L-061	46	4
L-061	47	4
L-061	48	4
L-061	49	4
L-061	50	4
L-061	51	4
L-061	52	4
L-061	53	4
L-061	54	4
L-061	55	4
L-061	56	4
L-061	57	4
L-061	58	4
L-061	59	4
L-061	60	4
L-061	61	4
L-061	62	4
L-061	63	4
L-061	64	1
L-061	65	1
L-061	66	1
L-061	67	1
L-061	68	1
L-061	69	1
L-062	0	4
L-062	1	4
L-062	2	4
L-062	3	4
L-062	4	4
L-062	5	4
L-062	6	4
L-062	7	4
L-062	8	4
L-062	9	4
L-062	10	4
L-062	11	4
L-062	12	4
L-062	13	4
L-062	14	4
L-062	15	4
L-062	16	4
L-062	17	4
L-062	18	4
L-062	19	4
L-062	20	4
L-062	21	4
L-062	22	4
L-062	23	4
L-062	24	4
L-062	25	4
L-062	26	4
L-062	27	4
L-062	28	4
L-062	29	4
L-062	30	4
L-062	31	4
L-062	32	4
L-062	33	4
L-062	34	4
L-062	35	4
L-062	36	4
L-062	37	4
L-062	38	4
L-062	39	4
L-062	40	4
L-062	41	4
L-062	42	4
L-062	43	4
L-062	44	4
L-062	45	4
L-062	46	4
L-062	47	4
L-062	48	4
L-062	49	4
L-062	50	4
L-062	51	4
L-062	52	4
L-062	53	4
L-062	54	4
L-062	55	4
L-062	56	4
L-062	57	4
L-062	58	4
L-062	59	4
L-062	60	4
L-062	61	4
L-062	62	4
L-062	63	4
L-062	64	1
L-062	65	1
L-062	66	1
L-062	67	1
L-062	68	1
L-062	69	1
L-063	0	4
L-063	1	4
L-063	2	4
L-063	3	4
L-063	4	4
L-063	5	4
L-063	6	4
L-063	7	4
L-063	8	4
L-063	9	4
L-063	10	4
L-063	11	4
L-063	12	4
L-063	13	4
L-063	14	4
L-063	15	4
L-063	16	4
L-063	17	4
L-063	18	4
L-063	19	4
L-063	20	4
L-063	21	4
L-063	22	4
L-063	23	4
L-063	24	4
L-063	25	4
L-063	26	4
L-063	27	4
L-063	28	4
L-063	29	4
L-063	30	4
L-063	31	4
L-063	32	4
L-063	33	4
L-063	34	4
L-063	35	4
L-063	36	4
L-063	37	4
L-063	38	4
L-063	39	4
L-063	40	4
L-063	41	4
L-063	42	4
L-063	43	4
L-063	44	4
L-063	45	4
L-063	46	4
L-063	47	4
L-063	48	4
L-063	49	4
L-063	50	4
L-063	51	4
L-063	52	4
L-063	53	4
L-063	54	4
L-063	55	4
L-063	56	4
L-063	57	4
L-063	58	4
L-063	59	4
L-063	60	4
L-063	61	4
L-063	62	4
L-063	63	4
L-063	64	1
L-063	65	1
L-063	66	1
L-063	67	1
L-063	68	1
L-063	69	1
L-064	0	4
L-064	1	4
L-064	2	4
L-064	3	4
L-064	4	4
L-064	5	4
L-064	6	4
L-064	7	4
L-064	8	4
L-064	9	4
L-064	10	4
L-064	11	4
L-064	12	4
L-064	13	4
L-064	14	4
L-064	15	4
L-064	16	4
L-064	17	4
L-064	18	4
L-064	19	4
L-064	20	4
L-064	21	4
L-064	22	4
L-064	23	4
L-064	24	4
L-064	25	4
L-064	26	4
L-064	27	4
L-064	28	4
L-064	29	4
L-064	30	4
L-064	31	4
L-064	32	4
L-064	33	4
L-064	34	4
L-064	35	4
L-064	36	4
L-064	37	4
L-064	38	4
L-064	39	4
L-064	40	4
L-064	41	4
L-064	42	4
L-064	43	4
L-064	44	4
L-064	45	4
L-064	46	4
L-064	47	4
L-064	48	4
L-064	49	4
L-064	50	4
L-064	51	4
L-064	52	4
L-064	53	4
L-064	54	4
L-064	55	4
L-064	56	4
L-064	57	4
L-064	58	4
L-064	59	4
L-064	60	4
L-064	61	4
L-064	62	4
L-064	63	4
L-064	64	1
L-064	65	1
L-064	66	1
L-064	67	1
L-064	68	1
L-064	69	1
L-065	0	4
L-065	1	4
L-065	2	4
L-065	3	4
L-065	4	4
L-065	5	4
L-065	6	4
L-065	7	4
L-065	8	4
L-065	9	4
L-065	10	4
L-065	11	4
L-065	12	4
L-065	13	4
L-065	14	4
L-065	15	4
L-065	16	4
L-065	17	4
L-065	18	4
L-065	19	4
L-065	20	4
L-065	21	4
L-065	22	4
L-065	23	4
L-065	24	4
L-065	25	4
L-065	26	4
L-065	27	4
L-065	28	4
L-065	29	4
L-065	30	4
L-065	31	4
L-065	32	4
L-065	33	4
L-065	34	4
L-065	35	4
L-065	36	4
L-065	37	4
L-065	38	4
L-065	39	4
L-065	40	4
L-065	41	4
L-065	42	4
L-065	43	4
L-065	44	4
L-065	45	4
L-065	46	4
L-065	47	4
L-065	48	4
L-065	49	4
L-065	50	4
L-065	51	4
L-065	52	4
L-065	53	4
L-065	54	4
L-065	55	4
L-065	56	4
L-065	57	4
L-065	58	4
L-065	59	4
L-065	60	4
L-065	61	4
L-065	62	4
L-065	63	4
L-065	64	1
L-065	65	1
L-065	66	1
L-065	67	1
L-065	68	1
L-065	69	1
L-066	0	4
L-066	1	4
L-066	2	4
L-066	3	4
L-066	4	4
L-066	5	4
L-066	6	4
L-066	7	4
L-066	8	4
L-066	9	4
L-066	10	4
L-066	11	4
L-066	12	4
L-066	13	4
L-066	14	4
L-066	15	4
L-066	16	4
L-066	17	4
L-066	18	4
L-066	19	4
L-066	20	4
L-066	21	4
L-066	22	4
L-066	23	4
L-066	24	4
L-066	25	4
L-066	26	4
L-066	27	4
L-066	28	4
L-066	29	4
L-066	30	4
L-066	31	4
L-066	32	4
L-066	33	4
L-066	34	4
L-066	35	4
L-066	36	4
L-066	37	4
L-066	38	4
L-066	39	4
L-066	40	4
L-066	41	4
L-066	42	4
L-066	43	4
L-066	44	4
L-066	45	4
L-066	46	4
L-066	47	4
L-066	48	4
L-066	49	4
L-066	50	4
L-066	51	4
L-066	52	4
L-066	53	4
L-066	54	4
L-066	55	4
L-066	56	4
L-066	57	4
L-066	58	4
L-066	59	4
L-066	60	4
L-066	61	4
L-066	62	4
L-066	63	4
L-066	64	1
L-066	65	1
L-066	66	1
L-066	67	1
L-066	68	1
L-066	69	1
L-067	0	4
L-067	1	4
L-067	2	4
L-067	3	4
L-067	4	4
L-067	5	4
L-067	6	4
L-067	7	4
L-067	8	4
L-067	9	4
L-067	10	4
L-067	11	4
L-067	12	4
L-067	13	4
L-067	14	4
L-067	15	4
L-067	16	4
L-067	17	4
L-067	18	4
L-067	19	4
L-067	20	4
L-067	21	4
L-067	22	4
L-067	23	4
L-067	24	4
L-067	25	4
L-067	26	4
L-067	27	4
L-067	28	4
L-067	29	4
L-067	30	4
L-067	31	4
L-067	32	4
L-067	33	4
L-067	34	4
L-067	35	4
L-067	36	4
L-067	37	4
L-067	38	4
L-067	39	4
L-067	40	4
L-067	41	4
L-067	42	4
L-067	43	4
L-067	44	4
L-067	45	4
L-067	46	4
L-067	47	4
L-067	48	4
L-067	49	4
L-067	50	4
L-067	51	4
L-067	52	4
L-067	53	4
L-067	54	4
L-067	55	4
L-067	56	4
L-067	57	4
L-067	58	4
L-067	59	4
L-067	60	4
L-067	61	4
L-067	62	4
L-067	63	4
L-067	64	1
L-067	65	1
L-067	66	1
L-067	67	1
L-067	68	1
L-067	69	1
L-068	0	4
L-068	1	4
L-068	2	4
L-068	3	4
L-068	4	4
L-068	5	4
L-068	6	4
L-068	7	4
L-068	8	4
L-068	9	4
L-068	10	4
L-068	11	4
L-068	12	4
L-068	13	4
L-068	14	4
L-068	15	4
L-068	16	4
L-068	17	4
L-068	18	4
L-068	19	4
L-068	20	4
L-068	21	4
L-068	22	4
L-068	23	4
L-068	24	4
L-068	25	4
L-068	26	4
L-068	27	4
L-068	28	4
L-068	29	4
L-068	30	4
L-068	31	4
L-068	32	4
L-068	33	4
L-068	34	4
L-068	35	4
L-068	36	4
L-068	37	4
L-068	38	4
L-068	39	4
L-068	40	4
L-068	41	4
L-068	42	4
L-068	43	4
L-068	44	4
L-068	45	4
L-068	46	4
L-068	47	4
L-068	48	4
L-068	49	4
L-068	50	4
L-068	51	4
L-068	52	4
L-068	53	4
L-068	54	4
L-068	55	4
L-068	56	4
L-068	57	4
L-068	58	4
L-068	59	4
L-068	60	4
L-068	61	4
L-068	62	4
L-068	63	4
L-068	64	1
L-068	65	1
L-068	66	1
L-068	67	1
L-068	68	1
L-068	69	1
L-069	0	4
L-069	1	4
L-069	2	4
L-069	3	4
L-069	4	4
L-069	5	4
L-069	6	4
L-069	7	4
L-069	8	4
L-069	9	4
L-069	10	4
L-069	11	4
L-069	12	4
L-069	13	4
L-069	14	4
L-069	15	4
L-069	16	4
L-069	17	4
L-069	18	4
L-069	19	4
L-069	20	4
L-069	21	4
L-069	22	4
L-069	23	4
L-069	24	4
L-069	25	4
L-069	26	4
L-069	27	4
L-069	28	4
L-069	29	4
L-069	30	4
L-069	31	4
L-069	32	4
L-069	33	4
L-069	34	4
L-069	35	4
L-069	36	4
L-069	37	4
L-069	38	4
L-069	39	4
L-069	40	4
L-069	41	4
L-069	42	4
L-069	43	4
L-069	44	4
L-069	45	4
L-069	46	4
L-069	47	4
L-069	48	4
L-069	49	4
L-069	50	4
L-069	51	4
L-069	52	4
L-069	53	4
L-069	54	4
L-069	55	4
L-069	56	4
L-069	57	4
L-069	58	4
L-069	59	4
L-069	60	4
L-069	61	4
L-069	62	4
L-069	63	4
L-069	64	1
L-069	65	1
L-069	66	1
L-069	67	1
L-069	68	1
L-069	69	1
L-070	0	4
L-070	1	4
L-070	2	4
L-070	3	4
L-070	4	4
L-070	5	4
L-070	6	4
L-070	7	4
L-070	8	4
L-070	9	4
L-070	10	4
L-070	11	4
L-070	12	4
L-070	13	4
L-070	14	4
L-070	15	4
L-070	16	4
L-070	17	4
L-070	18	4
L-070	19	4
L-070	20	4
L-070	21	4
L-070	22	4
L-070	23	4
L-070	24	4
L-070	25	4
L-070	26	4
L-070	27	4
L-070	28	4
L-070	29	4
L-070	30	4
L-070	31	4
L-070	32	4
L-070	33	4
L-070	34	4
L-070	35	4
L-070	36	4
L-070	37	4
L-070	38	4
L-070	39	4
L-070	40	4
L-070	41	4
L-070	42	4
L-070	43	4
L-070	44	4
L-070	45	4
L-070	46	4
L-070	47	4
L-070	48	4
L-070	49	4
L-070	50	4
L-070	51	4
L-070	52	4
L-070	53	4
L-070	54	4
L-070	55	4
L-070	56	4
L-070	57	4
L-070	58	4
L-070	59	4
L-070	60	4
L-070	61	4
L-070	62	4
L-070	63	4
L-070	64	1
L-070	65	1
L-070	66	1
L-070	67	1
L-070	68	1
L-070	69	1
L-071	0	4
L-071	1	4
L-071	2	4
L-071	3	4
L-071	4	4
L-071	5	4
L-071	6	4
L-071	7	4
L-071	8	4
L-071	9	4
L-071	10	4
L-071	11	4
L-071	12	4
L-071	13	4
L-071	14	4
L-071	15	4
L-071	16	4
L-071	17	4
L-071	18	4
L-071	19	4
L-071	20	4
L-071	21	4
L-071	22	4
L-071	23	4
L-071	24	4
L-071	25	4
L-071	26	4
L-071	27	4
L-071	28	4
L-071	29	4
L-071	30	4
L-071	31	4
L-071	32	4
L-071	33	4
L-071	34	4
L-071	35	4
L-071	36	4
L-071	37	4
L-071	38	4
L-071	39	4
L-071	40	4
L-071	41	4
L-071	42	4
L-071	43	4
L-071	44	4
L-071	45	4
L-071	46	4
L-071	47	4
L-071	48	4
L-071	49	4
L-071	50	4
L-071	51	4
L-071	52	4
L-071	53	4
L-071	54	4
L-071	55	4
L-071	56	4
L-071	57	4
L-071	58	4
L-071	59	4
L-071	60	4
L-071	61	4
L-071	62	4
L-071	63	4
L-071	64	1
L-071	65	1
L-071	66	1
L-071	67	1
L-071	68	1
L-071	69	1
L-072	0	4
L-072	1	4
L-072	2	4
L-072	3	4
L-072	4	4
L-072	5	4
L-072	6	4
L-072	7	4
L-072	8	4
L-072	9	4
L-072	10	4
L-072	11	4
L-072	12	4
L-072	13	4
L-072	14	4
L-072	15	4
L-072	16	4
L-072	17	4
L-072	18	4
L-072	19	4
L-072	20	4
L-072	21	4
L-072	22	4
L-072	23	4
L-072	24	4
L-072	25	4
L-072	26	4
L-072	27	4
L-072	28	4
L-072	29	4
L-072	30	4
L-072	31	4
L-072	32	4
L-072	33	4
L-072	34	4
L-072	35	4
L-072	36	4
L-072	37	4
L-072	38	4
L-072	39	4
L-072	40	4
L-072	41	4
L-072	42	4
L-072	43	4
L-072	44	4
L-072	45	4
L-072	46	4
L-072	47	4
L-072	48	4
L-072	49	4
L-072	50	4
L-072	51	4
L-072	52	4
L-072	53	4
L-072	54	4
L-072	55	4
L-072	56	4
L-072	57	4
L-072	58	4
L-072	59	4
L-072	60	4
L-072	61	4
L-072	62	4
L-072	63	4
L-072	64	1
L-072	65	1
L-072	66	1
L-072	67	1
L-072	68	1
L-072	69	1
L-073	0	4
L-073	1	4
L-073	2	4
L-073	3	4
L-073	4	4
L-073	5	4
L-073	6	4
L-073	7	4
L-073	8	4
L-073	9	4
L-073	10	4
L-073	11	4
L-073	12	4
L-073	13	4
L-073	14	4
L-073	15	4
L-073	16	4
L-073	17	4
L-073	18	4
L-073	19	4
L-073	20	4
L-073	21	4
L-073	22	4
L-073	23	4
L-073	24	4
L-073	25	4
L-073	26	4
L-073	27	4
L-073	28	4
L-073	29	4
L-073	30	4
L-073	31	4
L-073	32	4
L-073	33	4
L-073	34	4
L-073	35	4
L-073	36	4
L-073	37	4
L-073	38	4
L-073	39	4
L-073	40	4
L-073	41	4
L-073	42	4
L-073	43	4
L-073	44	4
L-073	45	4
L-073	46	4
L-073	47	4
L-073	48	4
L-073	49	4
L-073	50	4
L-073	51	4
L-073	52	4
L-073	53	4
L-073	54	4
L-073	55	4
L-073	56	4
L-073	57	4
L-073	58	4
L-073	59	4
L-073	60	4
L-073	61	4
L-073	62	4
L-073	63	4
L-073	64	1
L-073	65	1
L-073	66	1
L-073	67	1
L-073	68	1
L-073	69	1
L-074	0	4
L-074	1	4
L-074	2	4
L-074	3	4
L-074	4	4
L-074	5	4
L-074	6	4
L-074	7	4
L-074	8	4
L-074	9	4
L-074	10	4
L-074	11	4
L-074	12	4
L-074	13	4
L-074	14	4
L-074	15	4
L-074	16	4
L-074	17	4
L-074	18	4
L-074	19	4
L-074	20	4
L-074	21	4
L-074	22	4
L-074	23	4
L-074	24	4
L-074	25	4
L-074	26	4
L-074	27	4
L-074	28	4
L-074	29	4
L-074	30	4
L-074	31	4
L-074	32	4
L-074	33	4
L-074	34	4
L-074	35	4
L-074	36	4
L-074	37	4
L-074	38	4
L-074	39	4
L-074	40	4
L-074	41	4
L-074	42	4
L-074	43	4
L-074	44	4
L-074	45	4
L-074	46	4
L-074	47	4
L-074	48	4
L-074	49	4
L-074	50	4
L-074	51	4
L-074	52	4
L-074	53	4
L-074	54	4
L-074	55	4
L-074	56	4
L-074	57	4
L-074	58	4
L-074	59	4
L-074	60	4
L-074	61	4
L-074	62	4
L-074	63	4
L-074	64	1
L-074	65	1
L-074	66	1
L-074	67	1
L-074	68	1
L-074	69	1
L-075	0	4
L-075	1	4
L-075	2	4
L-075	3	4
L-075	4	4
L-075	5	4
L-075	6	4
L-075	7	4
L-075	8	4
L-075	9	4
L-075	10	4
L-075	11	4
L-075	12	4
L-075	13	4
L-075	14	4
L-075	15	4
L-075	16	4
L-075	17	4
L-075	18	4
L-075	19	4
L-075	20	4
L-075	21	4
L-075	22	4
L-075	23	4
L-075	24	4
L-075	25	4
L-075	26	4
L-075	27	4
L-075	28	4
L-075	29	4
L-075	30	4
L-075	31	4
L-075	32	4
L-075	33	4
L-075	34	4
L-075	35	4
L-075	36	4
L-075	37	4
L-075	38	4
L-075	39	4
L-075	40	4
L-075	41	4
L-075	42	4
L-075	43	4
L-075	44	4
L-075	45	4
L-075	46	4
L-075	47	4
L-075	48	4
L-075	49	4
L-075	50	4
L-075	51	4
L-075	52	4
L-075	53	4
L-075	54	4
L-075	55	4
L-075	56	4
L-075	57	4
L-075	58	4
L-075	59	4
L-075	60	4
L-075	61	4
L-075	62	4
L-075	63	4
L-075	64	1
L-075	65	1
