epoch	phase	loss	v2	gviol	clampbind	w1	w2	w3	w4	w5	w6	w7	w8	b	mcC	mcW	mcA
292	2	44884475	0	7	0	65470	-2521	0	-4058	1272	90967	47833	2910	-122210	736	201	693
293	2	29062789	0	5	0	65591	-2524	0	-4144	1221	92040	47583	2940	-122059	741	219	698
294	0	28128964	0	5	0	66921	-2501	0	-3859	1732	92662	48770	2940	-121097	984	230	923
295	0	3721972	0	5	0	67186	-2501	0	-3859	1750	92940	48940	2940	-121399	986	230	925
296	1	39498087	16	8	0	65992	-2604	0	-4154	1057	90543	48940	2940	-124540	312	14	288
297	1	0	0	6	0	65992	-2604	0	-4154	1057	90543	48940	2940	-125273	305	14	281
298	2	44913599	0	7	0	66554	-2578	0	-4129	1283	92500	48690	2970	-124272	736	201	693
299	2	29068234	0	5	0	66675	-2581	0	-4215	1232	93573	48440	3000	-124125	741	219	698
300	0	28685647	0	5	0	68018	-2558	0	-3927	1746	94217	49633	3000	-123136	984	230	923
301	0	3822222	0	5	0	68283	-2558	0	-3927	1762	94505	49798	3000	-123432	986	230	925
302	1	40498861	17	8	0	67072	-2661	0	-4225	1067	92074	49798	3000	-126607	313	14	289
303	1	0	0	6	0	67072	-2661	0	-4225	1067	92074	49798	3000	-127337	305	14	282
304	2	44943250	0	7	0	67632	-2635	0	-4199	1290	94033	49548	3030	-126334	736	201	693
305	2	29076050	0	5	0	67753	-2638	0	-4285	1239	95107	49298	3060	-126190	741	219	698
306	0	29323980	0	5	0	69115	-2612	0	-3990	1758	95770	50498	3060	-125176	984	230	923
307	0	3934326	0	5	0	69380	-2612	0	-3990	1774	96069	50658	3060	-125466	987	230	925
308	1	41812081	16	8	0	68152	-2715	0	-4293	1078	93605	50658	3060	-128675	315	14	290
309	1	0	0	6	0	68152	-2715	0	-4293	1078	93605	50658	3060	-129401	305	14	282
310	2	44969159	0	7	0	68713	-2689	0	-4267	1302	95565	50408	3090	-128398	737	200	693
311	2	29083584	0	5	0	68835	-2692	0	-4353	1252	96640	50158	3120	-128257	741	219	698
312	0	29843767	0	5	0	70212	-2666	0	-4055	1775	97323	51366	3120	-127215	984	230	923
313	0	4076211	0	5	0	70476	-2666	0	-4055	1791	97630	51521	3120	-127501	987	230	926
314	1	42925119	16	8	0	69232	-2770	0	-4361	1089	95134	51521	3120	-130742	319	14	294
315	1	0	0	6	0	69232	-2770	0	-4361	1089	95134	51521	3120	-131469	306	14	282
316	2	45024627	0	7	0	69795	-2743	0	-4334	1313	97098	51271	3150	-130461	737	200	693
317	2	29090010	0	5	0	69917	-2746	0	-4419	1264	98173	51021	3180	-130325	741	219	699
318	0	30304852	0	5	0	71310	-2720	0	-4119	1792	98873	52237	3180	-129258	985	230	923
319	0	4243302	0	5	0	71572	-2720	0	-4119	1808	99195	52386	3180	-129534	987	230	926
320	1	43280345	16	8	0	70313	-2828	0	-4427	1097	96667	52386	3180	-132808	324	14	299
321	1	0	0	6	0	70313	-2828	0	-4427	1097	96667	52386	3180	-133536	306	14	282
322	2	45057985	0	7	0	70877	-2801	0	-4399	1320	98632	52136	3210	-132528	737	200	693
323	2	29099720	0	5	0	70999	-2804	0	-4484	1271	99708	51886	3240	-132395	741	219	699
324	0	30781462	0	5	0	72409	-2777	0	-4180	1804	100426	53110	3240	-131303	985	230	924
325	0	4440698	0	5	0	72675	-2777	0	-4180	1820	100759	53253	3240	-131574	988	230	926
326	1	43878800	15	8	0	71401	-2885	0	-4490	1109	98201	53253	3240	-134877	332	14	306
327	1	0	0	6	0	71401	-2885	0	-4490	1109	98201	53253	3240	-135605	306	14	283
328	2	45076743	0	7	0	71966	-2858	0	-4461	1331	100166	53003	3270	-134597	737	200	694
329	2	29106730	0	5	0	72088	-2861	0	-4546	1282	101242	52753	3300	-134469	741	219	699
330	0	31252601	0	5	0	73510	-2833	0	-4240	1816	101980	53986	3300	-133349	985	230	924
331	0	4650577	0	5	0	73773	-2833	0	-4240	1830	102326	54121	3300	-133614	988	230	926
332	1	44734718	14	8	0	72484	-2942	0	-4551	1117	99739	54121	3300	-136946	338	14	312
333	1	0	0	6	0	72484	-2942	0	-4551	1117	99739	54121	3300	-137673	306	14	283
334	2	45073680	0	7	0	73048	-2915	0	-4522	1339	101704	53871	3330	-136666	737	199	694
335	2	29112186	0	5	0	73172	-2918	0	-4607	1290	102782	53621	3360	-136541	741	219	699
336	0	31760130	0	5	0	74609	-2890	0	-4301	1825	103537	54862	3360	-135398	986	230	924
337	0	4885870	0	5	0	74873	-2890	0	-4301	1840	103896	54991	3360	-135656	988	230	927
338	1	45549982	15	8	0	73568	-3000	0	-4614	1124	101278	54991	3360	-139020	343	14	316
339	1	0	0	6	0	73568	-3000	0	-4614	1124	101278	54991	3360	-139748	307	14	283
340	2	45115528	0	7	0	74133	-2973	0	-4583	1346	103244	54741	3390	-138739	737	199	694
341	2	29120625	0	5	0	74257	-2976	0	-4668	1297	104322	54491	3420	-138616	741	219	698
342	0	32289974	0	5	0	75710	-2948	0	-4360	1836	105095	55739	3420	-137448	986	230	925
343	0	5091436	0	5	0	75971	-2948	0	-4360	1853	105467	55862	3420	-137698	988	230	927
344	1	46629337	15	8	0	74651	-3059	0	-4674	1132	102819	55862	3420	-141090	350	14	322
345	1	0	0	6	0	74651	-3059	0	-4674	1132	102819	55862	3420	-141818	307	14	283
346	2	45124947	0	7	0	75216	-3032	0	-4643	1352	104785	55612	3450	-140809	737	199	694
347	2	29125914	0	5	0	75340	-3035	0	-4727	1303	105864	55362	3480	-140687	741	219	698
348	0	32836861	0	5	0	76805	-3008	0	-4418	1844	106654	56616	3480	-139497	986	230	925
349	0	5327707	0	5	0	77070	-3008	0	-4418	1862	107037	56734	3480	-139741	989	230	927
350	1	47861351	15	8	0	75734	-3121	0	-4733	1135	104359	56734	3480	-143165	353	14	325
351	1	0	0	6	0	75734	-3121	0	-4733	1135	104359	56734	3480	-143894	307	14	284
352	2	45167391	0	7	0	76299	-3094	0	-4701	1355	106327	56484	3510	-142883	738	199	694
353	2	29134845	0	5	0	76423	-3097	0	-4785	1307	107406	56234	3540	-142762	741	219	698
354	0	33454662	0	5	0	77903	-3068	0	-4475	1851	108213	57496	3540	-141548	986	230	925
355	0	5565681	0	5	0	78166	-3068	0	-4475	1867	108611	57609	3540	-141781	989	230	927
356	1	48773291	14	8	0	76818	-3183	0	-4791	1132	105904	57609	3540	-145233	358	14	330
357	1	0	0	6	0	76818	-3183	0	-4791	1132	105904	57609	3540	-145962	308	14	284
358	2	45108883	0	7	0	77384	-3156	0	-4760	1352	107871	57359	3570	-144952	738	199	694
359	2	29138825	0	5	0	77509	-3159	0	-4844	1304	108951	57109	3600	-144831	741	219	698
360	0	33976688	0	5	0	79001	-3130	0	-4535	1850	109773	58374	3600	-143599	987	230	925
361	0	5860950	0	5	0	79263	-3130	0	-4535	1867	110181	58482	3600	-143827	989	230	928
362	1	49255645	14	8	0	77901	-3246	0	-4850	1125	107450	58482	3600	-147299	363	14	335
363	1	0	0	6	0	77901	-3246	0	-4850	1125	107450	58482	3600	-148028	308	14	284
364	2	45084069	0	7	0	78465	-3219	0	-4818	1343	109414	58232	3630	-147021	738	199	694
365	2	29147101	0	5	0	78590	-3222	0	-4902	1295	110494	57982	3660	-146900	741	219	698
366	0	34499274	0	5	0	80091	-3193	0	-4592	1844	111331	59255	3660	-145646	987	230	926
367	0	6128393	0	5	0	80357	-3193	0	-4592	1862	111752	59357	3660	-145866	989	230	928
368	1	49856792	14	8	0	78983	-3310	0	-4907	1113	108996	59357	3660	-149362	367	14	338
369	1	0	0	6	0	78983	-3310	0	-4907	1113	108996	59357	3660	-150091	309	14	285
370	2	45030951	0	7	0	79546	-3284	0	-4874	1329	110958	59107	3690	-149087	738	199	694
371	2	29152217	0	5	0	79671	-3287	0	-4958	1281	112039	58857	3720	-148965	741	219	698
372	0	34936851	0	5	0	81183	-3258	0	-4646	1833	112890	60135	3720	-147693	987	230	926
373	0	6367217	0	5	0	81449	-3258	0	-4646	1850	113323	60231	3720	-147907	989	230	928
374	1	50494051	14	8	0	80065	-3376	0	-4961	1096	110546	60231	3720	-151420	372	14	343
375	1	0	0	6	0	80065	-3376	0	-4961	1096	110546	60231	3720	-152150	309	14	285
376	2	44957775	0	7	0	80625	-3351	0	-4928	1311	112500	59981	3750	-151153	738	198	694
377	2	29160277	0	5	0	80750	-3354	0	-5012	1263	113581	59731	3780	-151031	740	219	698
378	0	35426775	0	5	0	82274	-3325	0	-4700	1818	114446	61015	3780	-149742	987	230	926
379	0	6696492	0	5	0	82543	-3325	0	-4700	1836	114892	61108	3780	-149946	990	230	928
380	1	51398799	14	8	0	81149	-3444	0	-5015	1077	112095	61108	3780	-153475	378	14	349
381	1	0	0	6	0	81149	-3444	0	-5015	1077	112095	61108	3780	-154205	310	14	286
382	2	44794986	0	7	0	81706	-3420	0	-4983	1289	114043	60858	3810	-153214	738	198	694
383	2	29163705	0	5	0	81831	-3423	0	-5067	1241	115124	60608	3840	-153092	740	219	698
384	0	35799229	0	5	0	83363	-3394	0	-4759	1798	116004	61896	3840	-151787	987	230	926
385	0	6936589	0	5	0	83631	-3394	0	-4759	1815	116464	61983	3840	-151983	990	230	928
386	1	52742154	13	8	0	82229	-3513	0	-5074	1058	113650	61983	3840	-155522	388	14	358
387	1	0	0	6	0	82229	-3513	0	-5074	1058	113650	61983	3840	-156252	310	14	286
388	2	44538298	0	7	0	82780	-3490	0	-5042	1266	115588	61733	3870	-155271	738	198	694
389	2	29168650	0	5	0	82905	-3493	0	-5125	1218	116669	61483	3900	-155149	740	219	698
390	0	36184287	0	5	0	84447	-3464	0	-4814	1776	117561	62775	3900	-153828	988	230	926
391	0	7205804	0	5	0	84716	-3464	0	-4814	1794	118031	62858	3900	-154017	990	230	928
392	1	53836683	13	8	0	83304	-3584	0	-5129	1031	115199	62858	3900	-157569	392	14	361
393	1	0	0	6	0	83304	-3584	0	-5129	1031	115199	62858	3900	-158298	311	14	287
394	2	44371359	0	7	0	83851	-3561	0	-5097	1237	117129	62608	3930	-157325	738	197	694
395	2	29175005	0	5	0	83976	-3564	0	-5180	1189	118210	62358	3960	-157203	740	219	698
396	0	36606016	0	5	0	85527	-3535	0	-4868	1751	119113	63655	3960	-155868	988	230	926
397	0	7454784	0	5	0	85799	-3535	0	-4868	1769	119597	63735	3960	-156046	990	230	928
398	1	54272814	17	8	0	84381	-3656	0	-5182	1003	116750	63735	3960	-159605	401	14	369
399	1	0	0	6	0	84381	-3656	0	-5182	1003	116750	63735	3960	-160334	312	14	288
400	2	44091884	0	7	0	84921	-3633	0	-5150	1206	118668	63485	3990	-159373	738	197	694
401	2	29176725	0	5	0	85046	-3636	0	-5233	1158	119749	63235	4020	-159251	740	219	698
402	0	36905858	0	5	0	86602	-3607	0	-4923	1723	120662	64535	4020	-157903	988	230	926
403	0	7768345	0	5	0	86877	-3607	0	-4923	1741	121159	64609	4020	-158073	990	230	928
404	1	54654649	17	8	0	85445	-3729	0	-5237	970	118284	64609	4020	-161656	394	14	363
405	1	0	0	6	0	85445	-3729	0	-5237	970	118284	64609	4020	-162385	312	14	288
406	2	44147139	0	7	0	85986	-3706	0	-5206	1173	120203	64359	4050	-161423	738	196	694
407	2	29189441	0	5	0	86111	-3709	0	-5289	1126	121285	64109	4080	-161299	740	219	698
408	0	37222673	0	5	0	87676	-3680	0	-4978	1693	122208	65416	4080	-159936	988	230	927
409	0	8064627	0	5	0	87952	-3680	0	-4978	1711	122718	65487	4080	-160096	990	230	928
410	1	55091816	17	8	0	86505	-3804	0	-5292	936	119815	65487	4080	-163704	386	14	356
411	1	0	0	6	0	86505	-3804	0	-5292	936	119815	65487	4080	-164433	313	14	288
412	2	44178939	0	7	0	87048	-3781	0	-5261	1139	121737	65237	4110	-163468	737	196	694
413	2	29197742	0	5	0	87174	-3784	0	-5344	1092	122820	64987	4140	-163344	740	219	698
414	0	37580745	0	5	0	88751	-3755	0	-5033	1660	123749	66296	4140	-161973	988	230	927
415	0	8436901	0	5	0	89032	-3755	0	-5033	1679	124274	66364	4140	-162122	990	230	928
416	1	55538448	17	8	0	87573	-3880	0	-5347	897	121346	66364	4140	-165751	378	14	349
417	1	0	0	6	0	87573	-3880	0	-5347	897	121346	66364	4140	-166479	313	14	289
418	2	44203782	0	7	0	88117	-3857	0	-5316	1103	123268	66114	4170	-165514	737	195	693
419	2	29209193	0	5	0	88244	-3860	0	-5399	1056	124352	65864	4200	-165388	740	219	698
420	0	37737605	0	5	0	89824	-3831	0	-5088	1631	125291	67177	4200	-164002	988	230	927
421	0	8745372	0	5	0	90106	-3831	0	-5088	1651	125830	67239	4200	-164142	990	230	928
422	1	56096631	17	8	0	88633	-3958	0	-5402	865	122875	67239	4200	-167794	372	14	343
423	1	0	0	6	0	88633	-3958	0	-5402	865	122875	67239	4200	-168522	314	14	289
424	2	44245492	0	7	0	89178	-3935	0	-5371	1071	124798	66989	4230	-167555	737	194	693
425	2	29218085	0	5	0	89305	-3938	0	-5453	1024	125883	66739	4260	-167428	740	219	698
426	0	37955965	0	5	0	90892	-3909	0	-5141	1605	126830	68056	4260	-166031	988	230	927
427	0	9060807	0	5	0	91177	-3909	0	-5141	1625	127384	68116	4260	-166158	990	230	928
428	1	56460264	17	8	0	89690	-4036	0	-5457	833	124401	68116	4260	-169835	365	14	337
429	1	0	0	6	0	89690	-4036	0	-5457	833	124401	68116	4260	-170563	314	14	290
430	2	44266226	0	7	0	90236	-4013	0	-5426	1041	126327	67866	4290	-169593	737	194	693
431	2	29228818	0	5	0	90363	-4016	0	-5508	994	127413	67616	4320	-169465	740	219	698
432	0	38047124	0	5	0	91954	-3987	0	-5196	1579	128366	68936	4320	-168060	988	230	927
433	0	9437152	0	5	0	92243	-3987	0	-5196	1600	128933	68996	4320	-168174	990	230	928
434	1	56719623	16	8	0	90744	-4115	0	-5515	805	125925	68996	4320	-171872	360	14	332
435	1	0	0	6	0	90744	-4115	0	-5515	805	125925	68996	4320	-172600	315	14	291
436	2	44314475	0	7	0	91290	-4092	0	-5483	1013	127852	68746	4350	-171630	737	193	693
437	2	29245097	0	5	0	91418	-4095	0	-5565	966	128939	68496	4380	-171501	740	219	698
438	0	38158501	0	5	0	93014	-4066	0	-5253	1557	129899	69819	4380	-170087	988	230	927
439	0	9791032	0	5	0	93308	-4066	0	-5253	1581	130483	69875	4380	-170188	990	230	928
440	1	57027087	16	8	0	91796	-4195	0	-5575	781	127448	69875	4380	-173910	354	14	327
441	1	0	0	6	0	91796	-4195	0	-5575	781	127448	69875	4380	-174636	315	14	291
442	2	44362654	0	7	0	92345	-4171	0	-5543	990	129380	69625	4410	-173661	737	193	693
443	2	29249234	0	5	0	92473	-4174	0	-5625	943	130467	69375	4440	-173532	740	219	698
444	0	38292048	0	5	0	94074	-4145	0	-5313	1538	131434	70698	4440	-172112	988	230	927
445	0	10154045	0	5	0	94373	-4145	0	-5313	1562	132032	70751	4440	-172202	990	230	928
446	1	57387124	16	8	0	92849	-4275	0	-5638	758	128971	70751	4440	-175946	350	14	323
447	1	0	0	6	0	92849	-4275	0	-5638	758	128971	70751	4440	-176672	316	14	291
448	2	44407340	0	7	0	93399	-4249	0	-5606	973	130906	70501	4470	-175693	737	192	693
449	2	29258238	0	5	0	93527	-4252	0	-5688	927	131993	70251	4500	-175564	740	219	698
450	0	38431765	0	5	0	95135	-4223	0	-5375	1527	132966	71576	4500	-174138	988	230	927
451	0	10493802	0	5	0	95436	-4223	0	-5375	1551	133579	71627	4500	-174215	990	230	928
452	1	57781997	16	8	0	93899	-4354	0	-5703	741	130493	71627	4500	-177981	348	14	321
453	1	0	0	6	0	93899	-4354	0	-5703	741	130493	71627	4500	-178707	316	14	292
454	2	44470307	0	7	0	94450	-4327	0	-5671	957	132432	71377	4530	-177725	737	192	693
455	2	29268950	0	5	0	94578	-4330	0	-5753	911	133521	71127	4560	-177594	740	219	698
456	0	38590087	0	5	0	96192	-4300	0	-5439	1514	134500	72455	4560	-176160	989	230	927
457	0	10815510	0	5	0	96497	-4300	0	-5439	1539	135123	72505	4560	-176226	990	230	928
458	1	58238929	16	8	0	94949	-4433	0	-5770	721	132013	72505	4560	-180013	345	14	318
459	1	0	0	6	0	94949	-4433	0	-5770	721	132013	72505	4560	-180739	317	14	292
460	2	44525231	0	7	0	95502	-4405	0	-5738	940	133957	72255	4590	-179752	737	191	693
461	2	29275575	0	5	0	95630	-4408	0	-5819	894	135046	72005	4620	-179621	740	219	698
462	0	38751374	0	5	0	97246	-4377	0	-5506	1502	136031	73335	4620	-178180	989	230	927
463	0	11138307	0	5	0	97555	-4377	0	-5506	1529	136667	73383	4620	-178235	990	230	928
464	1	58690755	16	8	0	95993	-4511	0	-5840	706	133532	73383	4620	-182046	342	14	315
465	1	0	0	6	0	95993	-4511	0	-5840	706	133532	73383	4620	-182771	317	14	293
466	2	44615058	0	7	0	96549	-4481	0	-5806	926	135481	73133	4650	-181778	737	191	693
467	2	29281884	0	5	0	96679	-4484	0	-5887	880	136572	72883	4680	-181645	740	219	698
468	0	38869586	0	5	0	98296	-4454	0	-5573	1489	137563	74215	4680	-180196	989	230	927
469	0	11435898	0	5	0	98608	-4454	0	-5573	1517	138210	74260	4680	-180243	990	230	928
470	1	59190748	16	8	0	97034	-4590	0	-5910	692	135051	74260	4680	-184075	340	14	313
471	1	0	0	6	0	97034	-4590	0	-5910	692	135051	74260	4680	-184800	318	14	293
472	2	44702436	0	7	0	97592	-4558	0	-5875	917	137006	74010	4710	-183802	737	191	693
473	2	29287860	0	5	0	97722	-4561	0	-5956	871	138097	73760	4740	-183669	740	219	698
474	0	39081962	0	5	0	99348	-4531	0	-5638	1485	139093	75093	4740	-182214	989	230	927
475	0	11764412	0	5	0	99666	-4531	0	-5638	1513	139752	75136	4740	-182251	990	230	928
476	1	59450773	15	8	0	98079	-4670	0	-5977	683	136568	75136	4740	-186105	339	14	313
477	1	0	0	6	0	98079	-4670	0	-5977	683	136568	75136	4740	-186830	318	14	293
478	2	44759211	0	7	0	98640	-4637	0	-5942	909	138529	74886	4770	-185826	737	190	693
479	2	29295827	0	5	0	98770	-4640	0	-6023	863	139620	74636	4800	-185693	740	219	698
480	0	39242034	0	5	0	100398	-4607	0	-5707	1480	140622	75972	4800	-184229	989	230	927
481	0	12122332	0	5	0	100717	-4607	0	-5707	1509	141294	76012	4800	-184256	990	230	928
482	1	59706446	15	8	0	99118	-4746	0	-6049	675	138086	76012	4800	-188132	339	14	313
483	1	0	0	6	0	99118	-4746	0	-6049	675	138086	76012	4800	-188856	318	14	294
484	2	44815279	0	7	0	99680	-4711	0	-6014	904	140050	75762	4830	-187848	737	190	693
485	2	29307595	0	5	0	99810	-4714	0	-6095	858	141142	75512	4860	-187713	740	219	698
486	0	39442190	0	5	0	101443	-4680	0	-5777	1479	142149	76851	4860	-186242	989	230	927
487	0	12469306	0	5	0	101766	-4680	0	-5777	1509	142833	76891	4860	-186258	990	230	928
488	1	60031768	15	8	0	100154	-4819	0	-6122	670	139600	76891	4860	-190157	339	14	313
489	1	0	0	6	0	100154	-4819	0	-6122	670	139600	76891	4860	-190880	319	14	294
490	2	44877970	0	7	0	100719	-4782	0	-6086	902	141570	76641	4890	-189867	737	190	693
491	2	29316746	0	5	0	100849	-4785	0	-6167	856	142662	76391	4920	-189732	740	219	698
492	0	39651589	0	5	0	102487	-4750	0	-5846	1482	143674	77731	4920	-188254	989	230	927
493	0	12826426	0	5	0	102814	-4750	0	-5846	1513	144372	77769	4920	-188258	990	230	928
494	1	60383073	15	8	0	101190	-4891	0	-6193	671	141113	77769	4920	-192182	341	14	315
495	1	0	0	6	0	101190	-4891	0	-6193	671	141113	77769	4920	-192905	319	14	294
496	2	44933403	0	7	0	101758	-4853	0	-6157	905	143088	77519	4950	-191887	737	190	693
497	2	29326250	0	5	0	101889	-4856	0	-6237	859	144182	77269	4980	-191750	740	219	698
498	0	39831828	0	5	0	103531	-4821	0	-5914	1485	145199	78610	4980	-190266	989	230	927
499	0	13176343	0	5	0	103862	-4821	0	-5914	1517	145911	78645	4980	-190259	990	230	928
500	1	60777488	15	8	0	102225	-4964	0	-6264	669	142627	78645	4980	-194206	342	14	316
501	1	0	0	6	0	102225	-4964	0	-6264	669	142627	78645	4980	-194928	319	14	294
502	2	44986872	0	7	0	102796	-4924	0	-6228	906	144607	78395	5010	-193904	738	189	693
503	2	29332899	0	5	0	102927	-4927	0	-6308	860	145701	78145	5040	-193767	740	219	698
504	0	39959754	0	5	0	104571	-4891	0	-5985	1488	146721	79489	5040	-192278	989	230	927
505	0	13548769	0	5	0	104906	-4891	0	-5985	1522	147446	79523	5040	-192260	990	230	928
506	1	61165391	15	8	0	103257	-5035	0	-6337	671	144139	79523	5040	-196228	344	14	318
507	1	0	0	6	0	103257	-5035	0	-6337	671	144139	79523	5040	-196950	319	14	295
508	2	45056831	0	7	0	103831	-4993	0	-6301	912	146124	79273	5070	-195921	738	189	693
509	2	29344403	0	5	0	103962	-4996	0	-6380	866	147218	79023	5100	-195784	740	219	698
510	0	40091048	0	5	0	105610	-4960	0	-6057	1494	148240	80369	5100	-194291	989	230	927
511	0	13931669	0	5	0	105952	-4960	0	-6057	1529	148977	80403	5100	-194261	990	230	928
512	1	61551412	15	8	0	104293	-5105	0	-6412	673	145648	80403	5100	-198249	346	14	320
513	1	0	0	6	0	104293	-5105	0	-6412	673	145648	80403	5100	-198971	320	14	295
514	2	45130284	0	7	0	104870	-5061	0	-6374	917	147638	80153	5130	-197937	738	189	693
515	2	29354512	0	5	0	105002	-5064	0	-6453	871	148734	79903	5160	-197798	741	219	698
516	0	40168153	0	5	0	106649	-5028	0	-6129	1502	149758	81249	5160	-196303	989	230	927
517	0	14280535	0	5	0	106994	-5028	0	-6129	1537	150508	81283	5160	-196260	990	230	928
518	1	61979779	15	8	0	105324	-5173	0	-6486	677	147158	81283	5160	-200268	349	14	322
519	1	0	0	6	0	105324	-5173	0	-6486	677	147158	81283	5160	-200990	320	14	295
520	2	45193604	0	7	0	105902	-5128	0	-6448	922	149153	81033	5190	-199950	738	189	693
521	2	29366730	0	5	0	106034	-5131	0	-6527	876	150249	80783	5220	-199811	741	219	698
522	0	40160142	0	5	0	107683	-5095	0	-6203	1507	151273	82130	5220	-198315	989	230	927
523	0	14679771	0	5	0	108036	-5095	0	-6203	1544	152037	82164	5220	-198259	990	230	928
524	1	62404437	15	8	0	106355	-5242	0	-6562	679	148666	82164	5220	-202288	350	14	323
525	1	0	0	6	0	106355	-5242	0	-6562	679	148666	82164	5220	-203010	320	14	295
526	2	45294727	0	7	0	106936	-5195	0	-6524	927	150666	81914	5250	-201965	738	189	694
527	2	29383726	0	5	0	107069	-5198	0	-6603	881	151764	81664	5280	-201824	741	219	699
528	0	40179445	0	5	0	108719	-5162	0	-6277	1512	152787	83011	5280	-200328	989	230	927
529	0	15026605	0	5	0	109076	-5162	0	-6277	1550	153562	83045	5280	-200262	990	230	928
530	1	62767792	15	8	0	107388	-5310	0	-6637	681	150174	83045	5280	-204306	353	14	325
531	1	0	0	6	0	107388	-5310	0	-6637	681	150174	83045	5280	-205028	320	14	295
532	2	45382874	0	7	0	107972	-5262	0	-6599	932	152180	82795	5310	-203977	738	189	694
533	2	29396381	0	5	0	108105	-5265	0	-6678	886	153277	82545	5340	-203836	741	219	699
534	0	40198937	0	5	0	109756	-5229	0	-6354	1516	154301	83891	5340	-202341	989	230	927
535	0	15332856	0	5	0	110118	-5229	0	-6354	1555	155087	83925	5340	-202264	990	230	928
536	1	63168443	15	8	0	108419	-5378	0	-6716	684	151681	83925	5340	-206323	355	14	327
537	1	0	0	6	0	108419	-5378	0	-6716	684	151681	83925	5340	-207044	320	14	295
538	2	45454987	0	7	0	109005	-5328	0	-6678	937	153692	83675	5370	-205988	738	188	694
539	2	29412367	0	5	0	109139	-5331	0	-6756	891	154791	83425	5400	-205845	741	219	699
540	0	40209274	0	6	0	110789	-5295	0	-6428	1520	155816	84771	5400	-204350	989	230	927
541	0	15610212	0	5	0	111155	-5295	0	-6428	1560	156612	84805	5400	-204264	990	230	928
542	1	63573454	15	8	0	109448	-5444	0	-6791	686	153188	84805	5400	-208341	357	14	329
543	1	0	0	6	0	109448	-5444	0	-6791	686	153188	84805	5400	-209061	320	14	295
544	2	45587911	0	7	0	110036	-5392	0	-6752	944	155204	84555	5430	-208001	738	188	694
545	2	29426853	0	5	0	110170	-5395	0	-6829	900	156304	84305	5460	-207857	741	219	699
546	0	40242421	0	6	0	111822	-5359	0	-6501	1532	157329	85653	5460	-206360	989	230	927
547	0	15849944	0	5	0	112191	-5359	0	-6501	1572	158134	85687	5460	-206265	990	230	928
548	1	63960974	15	8	0	110476	-5510	0	-6865	695	154695	85687	5460	-210355	361	14	333
549	1	0	0	6	0	110476	-5510	0	-6865	695	154695	85687	5460	-211075	320	14	295
550	2	45630626	0	7	0	111068	-5456	0	-6824	953	156716	85437	5490	-210009	739	188	694
551	2	29433843	0	5	0	111202	-5459	0	-6901	909	157816	85187	5520	-209864	741	219	699
552	0	40220539	0	6	0	112853	-5422	0	-6574	1539	158840	86535	5520	-208367	989	230	927
553	0	16056688	0	5	0	113225	-5422	0	-6574	1581	159655	86569	5520	-208263	990	230	928
554	1	64350573	16	8	0	111503	-5574	0	-6939	699	156199	86569	5520	-212369	363	14	335
555	1	0	0	6	0	111503	-5574	0	-6939	699	156199	86569	5520	-213089	320	14	295
556	2	45735021	0	7	0	112097	-5519	0	-6898	961	158226	86319	5550	-212016	739	188	694
557	2	29445538	0	5	0	112232	-5521	0	-6975	917	159328	86069	5580	-211869	742	219	699
558	0	40228730	0	6	0	113883	-5484	0	-6647	1547	160352	87417	5580	-210372	989	230	927
559	0	16198386	0	5	0	114257	-5484	0	-6647	1592	161174	87451	5580	-210262	990	230	928
560	1	64648806	16	8	0	112527	-5636	0	-7013	707	157704	87451	5580	-214381	367	14	338
561	1	0	0	6	0	112527	-5636	0	-7013	707	157704	87451	5580	-215100	320	14	295
562	2	45826002	0	7	0	113123	-5579	0	-6972	971	159735	87201	5610	-214023	739	188	694
563	2	29462163	0	5	0	113258	-5581	0	-7049	927	160837	86951	5640	-213875	742	219	699
564	0	40233611	0	6	0	114910	-5545	0	-6720	1556	161861	88301	5640	-212376	989	230	927
565	0	16293601	0	5	0	115286	-5545	0	-6720	1603	162690	88334	5640	-212261	990	230	928
566	1	64856581	16	8	0	113550	-5699	0	-7086	716	159207	88334	5640	-216391	371	14	342
567	1	0	0	6	0	113550	-5699	0	-7086	716	159207	88334	5640	-217110	320	14	295
568	2	45901548	0	7	0	114150	-5641	0	-7044	983	161242	88084	5670	-216030	739	188	694
569	2	29479010	0	5	0	114286	-5643	0	-7121	939	162346	87834	5700	-215880	742	219	699
570	0	40251401	0	6	0	115938	-5606	0	-6793	1567	163371	89183	5700	-214382	989	230	927
571	0	16360965	0	5	0	116316	-5606	0	-6793	1615	164205	89216	5700	-214262	990	230	928
572	1	65025530	16	8	0	114575	-5760	0	-7160	725	160709	89216	5700	-218405	374	14	345
573	1	0	0	6	0	114575	-5760	0	-7160	725	160709	89216	5700	-219124	320	14	295
574	2	46034536	0	7	0	115176	-5701	0	-7118	993	162750	88966	5730	-218037	739	187	694
575	2	29498245	0	5	0	115312	-5703	0	-7194	949	163854	88716	5760	-217886	742	219	700
576	0	40279536	0	6	0	116964	-5666	0	-6865	1578	164879	90067	5760	-216386	989	230	927
577	0	16439343	0	5	0	117345	-5666	0	-6865	1629	165719	90100	5760	-216261	990	230	928
578	1	65283026	16	8	0	115597	-5821	0	-7232	736	162211	90100	5760	-220415	378	14	349
579	1	0	0	6	0	115597	-5821	0	-7232	736	162211	90100	5760	-221134	320	14	295
