admit-V2-A-clean-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	1000	5	certified-dominance
admit-V2-A-clean-0001	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-A-clean-0002	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	5	evidence-remaining
admit-V2-A-clean-0004	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-A-clean-0006	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-A-clean-0016	1	1	1	1	17	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-clean-0020	1	1	1	1	21	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-clean-0029	1	1	1	1	30	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-clean-0038	1	1	1	1	39	ABSTAIN:evidence-remaining	A	0	3	evidence-remaining
admit-V2-A-clean-0040	1	1	1	1	41	ABSTAIN:evidence-remaining	A	0	7	evidence-remaining
admit-V2-A-clean-0047	1	1	1	1	48	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-clean-0059	1	1	1	1	12	ABSTAIN:evidence-remaining	A	0	3	evidence-remaining
admit-V2-A-clean-0060	1	1	1	1	13	ABSTAIN:evidence-remaining	A	0	7	evidence-remaining
admit-V2-A-clean-0066	1	1	1	1	19	ABSTAIN:evidence-remaining	A	0	3	evidence-remaining
admit-V2-A-clean-0072	1	1	1	1	25	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-clean-0077	1	1	1	1	30	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-A-clean-0081	1	1	1	1	34	ABSTAIN:evidence-remaining	A	0	1	evidence-remaining
admit-V2-A-clean-0090	1	1	1	1	43	ABSTAIN:evidence-remaining	A	0	1	evidence-remaining
admit-V2-A-clean-0095	1	1	1	1	48	ABSTAIN:evidence-remaining	A	0	1	evidence-remaining
admit-V2-A-clean-0099	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-A-decoy-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	710	5	certified-dominance
admit-V2-A-decoy-0001	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-A-decoy-0002	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0003	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0004	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0005	1	1	1	1	6	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0006	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0007	1	1	1	1	8	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0008	1	1	1	1	9	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0009	1	1	1	1	10	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0010	1	1	1	1	11	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0011	1	1	1	1	12	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0012	1	1	1	1	13	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0013	1	1	1	1	14	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0014	1	1	1	1	15	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0015	1	1	1	1	16	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0016	1	1	1	1	17	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0017	1	1	1	1	18	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0018	1	1	1	1	19	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0019	1	1	1	1	1	PROVISIONAL_INSTALL	1	1000	5	certified-dominance
admit-V2-A-decoy-0020	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0021	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0022	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	5	evidence-remaining
admit-V2-A-decoy-0023	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	5	evidence-remaining
admit-V2-A-decoy-0024	1	1	1	1	6	ABSTAIN:evidence-remaining	A	0	5	evidence-remaining
admit-V2-A-decoy-0025	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0026	1	1	1	1	8	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0027	1	1	1	1	9	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0028	1	1	1	1	1	PROVISIONAL_INSTALL	1	764	5	certified-dominance
admit-V2-A-decoy-0029	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	5	evidence-remaining
admit-V2-A-decoy-0030	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	5	evidence-remaining
admit-V2-A-decoy-0031	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-A-decoy-0032	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0033	1	1	1	1	6	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0034	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0035	1	1	1	1	8	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0036	1	1	1	1	9	ABSTAIN:evidence-remaining	A	0	1	evidence-remaining
admit-V2-A-decoy-0037	1	1	1	1	10	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0038	1	1	1	1	11	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0039	1	1	1	1	12	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0040	1	1	1	1	13	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0041	1	1	1	1	14	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0042	1	1	1	1	15	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0043	1	1	1	1	16	ABSTAIN:evidence-remaining	A	0	1	evidence-remaining
admit-V2-A-decoy-0044	1	1	1	1	17	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0045	1	1	1	1	18	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0046	1	1	1	1	19	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0047	1	1	1	1	20	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0048	1	1	1	1	21	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-decoy-0049	1	1	1	1	22	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0050	1	1	1	1	23	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-decoy-0051	1	1	1	1	24	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	710	5	certified-dominance
admit-V2-A-install-0001	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-A-install-0002	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0003	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0004	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0005	1	1	1	1	6	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0006	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0007	1	1	1	1	8	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0008	1	1	1	1	9	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0009	1	1	1	1	10	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0010	1	1	1	1	11	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0011	1	1	1	1	12	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0012	1	1	1	1	13	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0013	1	1	1	1	14	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0014	1	1	1	1	15	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0015	1	1	1	1	16	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0016	1	1	1	1	1	PROVISIONAL_INSTALL	1	1000	5	certified-dominance
admit-V2-A-install-0017	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0018	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0019	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	5	evidence-remaining
admit-V2-A-install-0020	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-A-install-0021	1	1	1	1	6	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0022	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0023	1	1	1	1	8	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0024	1	1	1	1	1	PROVISIONAL_INSTALL	1	764	5	certified-dominance
admit-V2-A-install-0025	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-A-install-0026	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0027	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0028	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0029	1	1	1	1	6	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0030	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0031	1	1	1	1	8	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0032	1	1	1	1	9	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0033	1	1	1	1	10	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0034	1	1	1	1	11	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0035	1	1	1	1	12	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0036	1	1	1	1	13	ABSTAIN:evidence-remaining	A	0	1	evidence-remaining
admit-V2-A-install-0037	1	1	1	1	14	ABSTAIN:evidence-remaining	A	0	6	evidence-remaining
admit-V2-A-install-0038	1	1	1	1	15	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0039	1	1	1	1	16	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0040	1	1	1	1	17	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0041	1	1	1	1	18	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0042	1	1	1	1	19	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-install-0043	1	1	1	1	20	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-A-withhold-0000	1	1	1	1	1	WITHHELD	1	1000	8	certified-dominance
admit-V2-A-withhold-0001	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-A-withhold-0002	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-A-withhold-0003	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-A-withhold-0004	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-A-withhold-0005	1	1	1	1	6	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-A-withhold-0006	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-A-withhold-0007	1	1	1	1	8	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-D-clean-0000	1	1	1	1	1	ACCEPT_INSTALL	1	1000	0	certified-dominance
admit-V2-D-clean-0001	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-D-clean-0002	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	1	evidence-remaining
admit-V2-D-clean-0003	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	1	evidence-remaining
admit-V2-D-clean-0004	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	8	evidence-remaining
admit-V2-D-clean-0006	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	1	evidence-remaining
admit-V2-D-clean-0012	1	1	1	1	13	ABSTAIN:evidence-remaining	A	0	0	evidence-remaining
admit-V2-D-clean-0013	1	1	1	1	14	ABSTAIN:evidence-remaining	A	0	0	evidence-remaining
admit-V2-D-clean-0016	1	1	1	1	17	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-D-clean-0057	1	1	1	1	10	ABSTAIN:evidence-remaining	A	0	5	evidence-remaining
admit-V2-D-clean-0059	1	1	1	1	12	ABSTAIN:evidence-remaining	A	0	3	evidence-remaining
admit-V2-D-clean-0060	1	1	1	1	13	ABSTAIN:evidence-remaining	A	0	7	evidence-remaining
admit-V2-D-clean-0061	1	1	1	1	14	ABSTAIN:evidence-remaining	A	0	7	evidence-remaining
admit-V2-D-clean-0066	1	1	1	1	19	ABSTAIN:evidence-remaining	A	0	3	evidence-remaining
admit-V2-D-clean-0067	1	1	1	1	20	ABSTAIN:evidence-remaining	A	0	3	evidence-remaining
admit-V2-D-clean-0074	1	1	1	1	27	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-D-clean-0082	1	1	1	1	35	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-D-clean-0193	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	5	evidence-remaining
admit-V2-D-clean-0194	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-D-clean-0245	1	1	1	1	6	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-D-decoy-0000	1	1	1	1	1	PROVISIONAL_INSTALL	1	710	5	certified-dominance
admit-V2-D-decoy-0001	1	1	1	1	2	ABSTAIN:evidence-remaining	A	0	4	evidence-remaining
admit-V2-D-decoy-0002	1	1	1	1	3	ABSTAIN:evidence-remaining	A	0	2	evidence-remaining
admit-V2-D-decoy-0003	1	1	1	1	4	ABSTAIN:evidence-remaining	A	0	0	evidence-remaining
admit-V2-D-decoy-0004	1	1	1	1	5	ABSTAIN:evidence-remaining	A	0	0	evidence-remaining
admit-V2-D-decoy-0005	1	1	1	1	6	ABSTAIN:evidence-remaining	A	0	0	evidence-remaining
admit-V2-D-decoy-0006	1	1	1	1	7	ABSTAIN:evidence-remaining	A	0	0	evidence-remaining
admit-V2-D-decoy-0007	1	1	1	1	8	ABSTAIN:evidence-remaining	A	0	0	evidence-remaining
admit-V2-D-decoy-0008	1	1	1	1	9	ABSTAIN:evidence-remaining	A	0	0	evidence-remaining
admit-V2-D-decoy-0009	1	1	1	1	10	ABSTAIN:evidence-remaining	A	0	0	evidence-remaining
